source	target
FOXA1	EIF1AX
FOXA1	RPS6KA3
FOXA1	MBTPS2
FOXA1	TAB3
FOXA1	USP9X
FOXA1	RGN
FOXA1	PQBP1
FOXA1	SLC35A2
FOXA1	WDR44
FOXA1	OCRL
FOXA1	IDS
FOXA1	NSDHL
FOXA1	ZFP36
FOXA1	RPS16
FOXA1	CCDC106
FOXA1	RAB3C
FOXA1	GPX3
FOXA1	MAT2B
FOXA1	ATAT1
FOXA1	FKBP4
FOXA1	ATN1
FOXA1	C12orf57
FOXA1	RAB35
FOXA1	SLC26A1
FOXA1	IDUA
FOXA1	TLR3
FOXA1	MRPL16
FOXA1	GPR137
FOXA1	ABCG4
FOXA1	ADAP1
FOXA1	ACTL6B
FOXA1	GNB2
FOXA1	GIGYF1
FOXA1	SLC12A5
FOXA1	UCKL1
FOXA1	CTDNEP1
FOXA1	KDM6B
FOXA1	CISD3
FOXA1	MPP3
FOXA1	PNPO
FOXA1	DGKE
FOXA1	ARHGDIA
FOXA1	CSNK1D
FOXA1	SEC16A
FOXA1	TUBB4B
FOXA1	PATZ1
FOXA1	IQSEC1
FOXA1	SLMAP
FOXA1	CTIF
FOXA1	IFT140
FOXA1	TBC1D10B
FOXA1	ZNF48
FOXA1	ARNT2
FOXA1	ALPK3
FOXA1	SZT2
FOXA1	CRYZ
FOXA1	TRIM46
FOXA1	NDUFS2
FOXA1	SUPV3L1
FOXA1	ZNF503
FOXA1	SLIT1
FOXA1	ERP29
FOXA1	TCERG1
FOXA1	THRB
FOXA1	TMEM151B
FOXA1	PHB
FOXA1	BAIAP2
FOXA1	MIDN
FOXA1	ABHD8
FOXA1	CEP89
FOXA1	KCTD15
FOXA1	GPI
FOXA1	PSMD8
FOXA1	SAMD4B
FOXA1	HNRNPUL1
FOXA1	CCDC97
FOXA1	DMWD
FOXA1	LMTK3
FOXA1	MED25
FOXA1	LENG8
FOXA1	MEAF6
FOXA1	MAST2
FOXA1	RBMXL1
FOXA1	GOLPH3L
FOXA1	S100A11
FOXA1	DEDD
FOXA1	NAV1
FOXA1	DSTYK
FOXA1	RAP1GDS1
FOXA1	SHC3
FOXA1	OLFML2A
FOXA1	CAMSAP1
FOXA1	RPL17
FOXA1	TNFRSF1A
FOXA1	MRPS35
FOXA1	CCDC184
FOXA1	PMEL
FOXA1	RAB5B
FOXA1	MYL6
FOXA1	R3HDM2
FOXA1	DDIT3
FOXA1	MBD6
FOXA1	CLUH
FOXA1	RAP1GAP2
FOXA1	NUP88
FOXA1	PMP22
FOXA1	NATD1
FOXA1	COL1A1
FOXA1	RPL38
FOXA1	NUP85
FOXA1	EMC4
FOXA1	HERC1
FOXA1	PARP6
FOXA1	SCAMP5
FOXA1	CEMIP
FOXA1	KIAA0895
FOXA1	PLXNA4
FOXA1	PARP12
FOXA1	FAM167A
FOXA1	CCAR2
FOXA1	HGSNAT
FOXA1	PDP1
FOXA1	WDFY2
FOXA1	GAS6
FOXA1	SLC22A18
FOXA1	DKK3
FOXA1	FADS2
FOXA1	FADS1
FOXA1	BSCL2
FOXA1	GNG3
FOXA1	TMEM179B
FOXA1	GAL3ST3
FOXA1	RBM4B
FOXA1	POLD4
FOXA1	VWA5A
FOXA1	VIM
FOXA1	CHST3
FOXA1	ADAM12
FOXA1	STK32C
FOXA1	CRLS1
FOXA1	XRN2
FOXA1	ID1
FOXA1	MMP24
FOXA1	DDX17
FOXA1	CSRNP1
FOXA1	DHX30
FOXA1	CGGBP1
FOXA1	RPL24
FOXA1	ABHD10
FOXA1	CCDC80
FOXA1	MFSD1
FOXA1	F2RL2
FOXA1	HINT1
FOXA1	SPOCK1
FOXA1	GPRIN1
FOXA1	ZNF219
FOXA1	LTBP2
FOXA1	MTA1
FOXA1	NDRG4
FOXA1	ITGAV
FOXA1	ABI2
FOXA1	SHC4
FOXA1	PPIP5K2
FOXA1	RPL13A
FOXA1	EYA3
FOXA1	ZMPSTE24
FOXA1	PIGK
FOXA1	RNASE1
FOXA1	OSBPL1A
FOXA1	EPG5
FOXA1	MBD2
FOXA1	RNF152
FOXA1	COX6C
FOXA1	TMEM65
FOXA1	BICD2
FOXA1	CHGA
FOXA1	SLC25A29
FOXA1	SLC25A47
FOXA1	MINPP1
FOXA1	RTF1
FOXA1	CD276
FOXA1	KCNK3
FOXA1	MTHFD2
FOXA1	POLR1A
FOXA1	REEP1
FOXA1	RPL37A
FOXA1	TANC2
FOXA1	CCDC47
FOXA1	MAOA
FOXA1	MAGED2
FOXA1	AMOT
FOXA1	RPL32
FOXA1	GORASP1
FOXA1	DZIP3
FOXA1	SEC61A1
FOXA1	SLC33A1
FOXA1	MPP6
FOXA1	UVSSA
FOXA1	TMEM192
FOXA1	ERCC5
FOXA1	EFNB2
FOXA1	CLPTM1L
FOXA1	KIF2A
FOXA1	SKI
FOXA1	PDPN
FOXA1	SDC3
FOXA1	FMO4
FOXA1	SOAT1
FOXA1	RAB29
FOXA1	GUK1
FOXA1	ECI2
FOXA1	COL12A1
FOXA1	HDAC2
FOXA1	ENDOD1
FOXA1	MON1B
FOXA1	RNPS1
FOXA1	SLC12A4
FOXA1	DAZAP1
FOXA1	REXO1
FOXA1	ZNF106
FOXA1	SNAP23
FOXA1	AP5M1
FOXA1	BAG5
FOXA1	PHLDB1
FOXA1	PRKCI
FOXA1	MFN1
FOXA1	KIF1B
FOXA1	MIER1
FOXA1	DR1
FOXA1	LAMB3
FOXA1	RNF187
FOXA1	GTF3C4
FOXA1	SART3
FOXA1	STARD3NL
FOXA1	ASNS
FOXA1	MEST
FOXA1	ZNF185
FOXA1	FBXL7
FOXA1	MAP1B
FOXA1	PCYOX1L
FOXA1	GABARAP
FOXA1	ASIC2
FOXA1	CASC3
FOXA1	NTMT1
FOXA1	PGD
FOXA1	CAPZA1
FOXA1	MRPL24
FOXA1	HYOU1
FOXA1	WDR24
FOXA1	USB1
FOXA1	MMP15
FOXA1	PWP1
FOXA1	IGFBP5
FOXA1	PSMB4
FOXA1	PSD
FOXA1	FBXL15
FOXA1	CCNT1
FOXA1	C12orf73
FOXA1	ISCU
FOXA1	SERF2
FOXA1	ADPGK
FOXA1	CPEB1
FOXA1	POLR2K
FOXA1	ANKS1A
FOXA1	PHIP
FOXA1	WTAP
FOXA1	POLR2A
FOXA1	SRSF2
FOXA1	CDH24
FOXA1	RPL36AL
FOXA1	ERH
FOXA1	GOLGA5
FOXA1	CEP57
FOXA1	WLS
FOXA1	SV2A
FOXA1	SMG5
FOXA1	GNAO1
FOXA1	SF3B3
FOXA1	USP38
FOXA1	PIK3R4
FOXA1	BAZ1B
FOXA1	CYP51A1
FOXA1	IDI1
FOXA1	NUDT5
FOXA1	ARL3
FOXA1	NR4A2
FOXA1	PDK1
FOXA1	GFM2
FOXA1	NSA2
FOXA1	MBLAC2
FOXA1	WDR36
FOXA1	TOMM34
FOXA1	SPATC1L
FOXA1	CENPBD1P1
FOXA1	FABP5
FOXA1	MAPKBP1
FOXA1	RB1
FOXA1	EXOC8
FOXA1	HSPA13
FOXA1	NRAS
FOXA1	CFL1
FOXA1	MCAM
FOXA1	MRPS16
FOXA1	TYRO3
FOXA1	SRRM2
FOXA1	ZKSCAN2
FOXA1	MXD4
FOXA1	DUS1L
FOXA1	SRD5A1
FOXA1	SEC22B
FOXA1	GALNT2
FOXA1	ESPN
FOXA1	THBS3
FOXA1	SHKBP1
FOXA1	ZNF580
FOXA1	NFKBIE
FOXA1	MIEF2
FOXA1	SPRYD3
FOXA1	AP5B1
FOXA1	BRAT1
FOXA1	UBFD1
FOXA1	GALT
FOXA1	PUF60
FOXA1	SLC35A4
FOXA1	ALG9
FOXA1	ACVR2B
FOXA1	GABARAPL2
FOXA1	HSPA6
FOXA1	C20orf27
FOXA1	GOLGA7B
FOXA1	ABCA3
FOXA1	ZNF689
FOXA1	ARFIP2
FOXA1	ANKRD13D
FOXA1	PRPF8
FOXA1	CYTH2
FOXA1	HSP90AA1
FOXA1	CSTF2T
FOXA1	ATF6B
FOXA1	MCM3AP
FOXA1	TMEM132A
FOXA1	SYP
FOXA1	MRPS15
FOXA1	ZBTB4
FOXA1	IQSEC3
FOXA1	BEGAIN
FOXA1	EIF2S3
FOXA1	XAB2
FOXA1	GTPBP3
FOXA1	JUND
FOXA1	ISYNA1
FOXA1	TCIRG1
FOXA1	ACO2
FOXA1	DGKQ
FOXA1	TMEM184C
FOXA1	LRRC73
FOXA1	ZNF335
FOXA1	LSM14B
FOXA1	ADRM1
FOXA1	EEF1A2
FOXA1	TPD52L2
FOXA1	DNAJC5
FOXA1	TUBG2
FOXA1	ERLIN2
FOXA1	RPL7
FOXA1	RPL8
FOXA1	PTGES3
FOXA1	NACA
FOXA1	RPS15
FOXA1	ICAM1
FOXA1	COPE
FOXA1	ZNF473
FOXA1	ZNF646
FOXA1	URB1
FOXA1	PDCD6
FOXA1	AP2M1
FOXA1	FAM131A
FOXA1	TNFRSF1B
FOXA1	TMEM222
FOXA1	RIMKLA
FOXA1	PYGO2
FOXA1	TMED3
FOXA1	PITRM1
FOXA1	BMS1
FOXA1	PWWP2B
FOXA1	ZFYVE27
FOXA1	SDR39U1
FOXA1	ZNF174
FOXA1	ZNF423
FOXA1	PARD6A
FOXA1	EXOSC6
FOXA1	RPL12
FOXA1	SH3GLB2
FOXA1	TPRN
FOXA1	TMEM203
FOXA1	NELFB
FOXA1	KBTBD6
FOXA1	MAGED1
FOXA1	ALG3
FOXA1	STC1
FOXA1	AP3M2
FOXA1	EEF1D
FOXA1	MTCH1
FOXA1	IFITM2
FOXA1	PIDD1
FOXA1	SF1
FOXA1	FIBP
FOXA1	RAB1B
FOXA1	CNIH2
FOXA1	TMEM151A
FOXA1	CORO1B
FOXA1	CDK2AP2
FOXA1	MCAT
FOXA1	DENND6B
FOXA1	RPL41
FOXA1	MMP17
FOXA1	VPS18
FOXA1	RPS17
FOXA1	CNDP2
FOXA1	CAMTA2
FOXA1	CNTNAP1
FOXA1	GSTM3
FOXA1	SF3B4
FOXA1	GBA
FOXA1	OBSCN
FOXA1	FARSA
FOXA1	CALR
FOXA1	PRKACA
FOXA1	ANO8
FOXA1	UBA52
FOXA1	EID2
FOXA1	DACT3
FOXA1	DCHS1
FOXA1	SIAE
FOXA1	RTL1
FOXA1	TMX4
FOXA1	RPS12
FOXK1	ACAP3
FOXK1	AURKAIP1
FOXK1	SPSB1
FOXK1	SCNM1
FOXK1	JTB
FOXK1	RPS27
FOXK1	KDM6B
FOXK1	KRBA2
FOXK1	DHRS13
FOXK1	ACLY
FOXK1	MAN1B1
FOXK1	SHANK3
FOXK1	PCBP4
FOXK1	ABHD14B
FOXK1	ACY1
FOXK1	KRT8
FOXK1	BRAP
FOXK1	IFT140
FOXK1	MGRN1
FOXK1	SLC12A4
FOXK1	TRIO
FOXK1	B4GALT7
FOXK1	FBXO41
FOXK1	PTMA
FOXK1	BACH1
FOXK1	CFL1
FOXK1	CNNM2
FOXK1	ADAMTS10
FOXK1	ILF3
FOXK1	NFIX
FOXK1	LRFN3
FOXK1	AKT2
FOXK1	CIC
FOXK1	BCAT2
FOXK1	ZNF331
FOXK1	CENPBD1P1
FOXK1	FBXL19
FOXK1	ALOXE3
FOXK1	NARF
FOXK1	FN3K
FOXK1	NLGN3
FOXK1	NDUFS7
FOXK1	MAST1
FOXK1	LRP3
FOXK1	SLC1A5
FOXK1	PRAP1
FOXK1	TMTC1
FOXK1	PMEL
FOXK1	RAB5B
FOXK1	DDX51
FOXK1	TBC1D14
FOXK1	SMARCD3
FOXK1	DNAJC6
FOXK1	THBS3
FOXK1	GBA
GLIS3	IP6K1
GLIS3	PNPO
GLYR1	SMNDC1
GLYR1	NRAS
GLYR1	CSDE1
GLYR1	IARS2
GLYR1	GLYR1
GLYR1	MSI2
EWSR1	ARVCF
EWSR1	KLHL22
EWSR1	GUCD1
EWSR1	RHBDD3
EWSR1	EWSR1
EWSR1	APOL6
EWSR1	LGALS1
EWSR1	RPL3
EWSR1	ATF4
EWSR1	RPS19BP1
EWSR1	SHANK3
EWSR1	DMTN
EWSR1	CCAR2
EWSR1	RHOBTB2
EWSR1	DPYSL2
EWSR1	DUSP4
EWSR1	ZNF703
EWSR1	ERLIN2
EWSR1	ANK1
EWSR1	RPL30
EWSR1	KLF10
EWSR1	NDUFB9
EWSR1	TRIB1
EWSR1	ASAP1
EWSR1	NDRG1
EWSR1	ST3GAL1
EWSR1	PTK2
EWSR1	ARC
EWSR1	ZC3H3
EWSR1	EEF1D
EWSR1	ZNF623
EWSR1	PLEC
EWSR1	GPAA1
EWSR1	CYC1
EWSR1	VPS28
EWSR1	CYHR1
EWSR1	KIFC2
EWSR1	PPP1R16A
EWSR1	LRRC14
EWSR1	LRRC24
EWSR1	RPL8
EWSR1	YES1
EWSR1	MYL12A
EWSR1	MYL12B
EWSR1	ZNF532
EWSR1	MBP
EWSR1	GAPDH
EWSR1	GPR162
EWSR1	ATN1
EWSR1	C12orf57
EWSR1	LPCAT3
EWSR1	C1R
EWSR1	HDAC7
EWSR1	CACNB3
EWSR1	TUBA1B
EWSR1	NCKAP5L
EWSR1	DAZAP2
EWSR1	SMAGP
EWSR1	NR4A1
EWSR1	KRT18
EWSR1	KRT8
EWSR1	CBX5
EWSR1	SLC41A2
EWSR1	SSH1
EWSR1	ACACB
EWSR1	ATXN2
EWSR1	ORAI1
EWSR1	NCOR2
EWSR1	SCARB1
EWSR1	TRIB2
EWSR1	FKBP1B
EWSR1	EFR3B
EWSR1	DNMT3A
EWSR1	OST4
EWSR1	KHK
EWSR1	CYP1B1
EWSR1	ANTXR1
EWSR1	TET3
EWSR1	CHMP3
EWSR1	SNRNP200
EWSR1	SEMA4C
EWSR1	DBI
EWSR1	BIN1
EWSR1	HS6ST1
EWSR1	DPP4
EWSR1	COBLL1
EWSR1	MYO1B
EWSR1	CFLAR
EWSR1	XRCC5
EWSR1	RPL37A
EWSR1	TUBA4A
EWSR1	DNAJB2
EWSR1	SPEG
EWSR1	ASIC4
EWSR1	CHPF
EWSR1	TMEM198
EWSR1	ITM2C
EWSR1	HES6
EWSR1	ASB1
EWSR1	BSG
EWSR1	PTBP1
EWSR1	ABCA7
EWSR1	MIDN
EWSR1	CIRBP
EWSR1	EFNA2
EWSR1	NDUFS7
EWSR1	GAMT
EWSR1	DAZAP1
EWSR1	RPS15
EWSR1	APC2
EWSR1	MEX3D
EWSR1	MBD3
EWSR1	REXO1
EWSR1	SCAMP4
EWSR1	MOB3A
EWSR1	TLE2
EWSR1	GNA11
EWSR1	CREB3L3
EWSR1	SIRT6
EWSR1	SH3GL1
EWSR1	UBXN6
EWSR1	DPP9
EWSR1	PTPRS
EWSR1	MLLT1
EWSR1	GPR108
EWSR1	ELAVL1
EWSR1	CD320
EWSR1	OLFM2
EWSR1	ICAM1
EWSR1	CDC37
EWSR1	PDE4A
EWSR1	CDKN2D
EWSR1	RAD23A
EWSR1	GADD45GIP1
EWSR1	IER2
EWSR1	SAMD1
EWSR1	PRKACA
EWSR1	BRD4
EWSR1	CHERP
EWSR1	ABHD8
EWSR1	ANO8
EWSR1	GTPBP3
EWSR1	ISYNA1
EWSR1	CRLF1
EWSR1	SUGP2
EWSR1	SLC25A42
EWSR1	GRAMD1A
EWSR1	ZFP36
EWSR1	RPS16
EWSR1	LTBP4
EWSR1	HNRNPUL1
EWSR1	RPS19
EWSR1	STRN4
EWSR1	INAFM1
EWSR1	KDELR1
EWSR1	CYTH2
EWSR1	FTL
EWSR1	RPL13A
EWSR1	SCAF1
EWSR1	PTOV1
EWSR1	AKT1S1
EWSR1	TBC1D17
EWSR1	ZNF446
EWSR1	ZBTB45
EWSR1	TRIM28
EWSR1	CHMP2A
EWSR1	HMGB1
EWSR1	FOXO1
EWSR1	TPT1
EWSR1	MBNL2
EWSR1	EFNB2
EWSR1	EPS8L2
EWSR1	PIDD1
EWSR1	CD81
EWSR1	RPL27A
EWSR1	CTR9
EWSR1	ARHGAP1
EWSR1	F2
EWSR1	NR1H3
EWSR1	MADD
EWSR1	NDUFS3
EWSR1	CTNND1
EWSR1	FADS2
EWSR1	FADS1
EWSR1	AHNAK
EWSR1	EEF1G
EWSR1	WDR74
EWSR1	MARK2
EWSR1	STIP1
EWSR1	PRDX5
EWSR1	PPP2R5B
EWSR1	TM7SF2
EWSR1	FAU
EWSR1	FRMD8
EWSR1	CFL1
EWSR1	FIBP
EWSR1	C11orf68
EWSR1	CD248
EWSR1	PELI3
EWSR1	SPTBN2
EWSR1	ANKRD13D
EWSR1	RAD9A
EWSR1	GSTP1
EWSR1	FCHSD2
EWSR1	GDPD5
EWSR1	SERPINH1
EWSR1	PICALM
EWSR1	FZD4
EWSR1	TAGLN
EWSR1	C2CD2L
EWSR1	HSPA8
EWSR1	NTM
EWSR1	SORD
EWSR1	RAB11A
EWSR1	ANP32A
EWSR1	NGRN
EWSR1	CD99
EWSR1	BCOR
EWSR1	DDX3X
EWSR1	RBM3
EWSR1	GJB1
EWSR1	L1CAM
EWSR1	HCFC1
EWSR1	SDF4
EWSR1	B3GALT6
EWSR1	ACAP3
EWSR1	MXRA8
EWSR1	SKI
EWSR1	ESPN
EWSR1	PLEKHG5
EWSR1	RERE
EWSR1	MAD2L2
EWSR1	DRAXIN
EWSR1	PLOD1
EWSR1	TNFRSF1B
EWSR1	DHRS3
EWSR1	ATP13A2
EWSR1	ID3
EWSR1	PITHD1
EWSR1	PNRC2
EWSR1	AHDC1
EWSR1	PTP4A2
EWSR1	KIAA0319L
EWSR1	STK40
EWSR1	PRDX1
EWSR1	SGIP1
EWSR1	GNG12
EWSR1	CELSR2
EWSR1	AMPD2
EWSR1	CAPZA1
EWSR1	PTGFRN
EWSR1	BCL9
EWSR1	CERS2
EWSR1	S100A16
EWSR1	CHTOP
EWSR1	PBXIP1
EWSR1	PYGO2
EWSR1	EFNA3
EWSR1	EFNA1
EWSR1	SLC50A1
EWSR1	MEX3A
EWSR1	MEF2D
EWSR1	NES
EWSR1	MRPL24
EWSR1	TAGLN2
EWSR1	VANGL2
EWSR1	NDUFS2
EWSR1	ALDH9A1
EWSR1	KIF21B
EWSR1	NAV1
EWSR1	ARL8A
EWSR1	PIK3C2B
EWSR1	LAMB3
EWSR1	ARF1
EWSR1	TRIM67
EWSR1	TOMM20
EWSR1	KIF26B
EWSR1	ABR
EWSR1	YWHAE
EWSR1	EMC6
EWSR1	GPS2
EWSR1	EIF4A1
EWSR1	CD68
EWSR1	KDM6B
EWSR1	CHD3
EWSR1	ALOXE3
EWSR1	PER1
EWSR1	VAMP2
EWSR1	RAI1
EWSR1	SREBF1
EWSR1	MAPK7
EWSR1	MFAP4
EWSR1	RAB34
EWSR1	DHRS13
EWSR1	SSH2
EWSR1	ARHGAP23
EWSR1	CACNB1
EWSR1	EIF1
EWSR1	JUP
EWSR1	COASY
EWSR1	MLX
EWSR1	ATXN7L3
EWSR1	TBKBP1
EWSR1	IGF2BP1
EWSR1	SAMD14
EWSR1	PPP1R9B
EWSR1	SPATA20
EWSR1	ABCC3
EWSR1	VMP1
EWSR1	CYB561
EWSR1	LIMD2
EWSR1	CDC42EP4
EWSR1	SDK2
EWSR1	GPRC5C
EWSR1	SLC9A3R1
EWSR1	CDR2L
EWSR1	KCTD2
EWSR1	GALK1
EWSR1	UNK
EWSR1	EXOC7
EWSR1	RNF157
EWSR1	TNRC6C
EWSR1	CYTH1
EWSR1	TBC1D16
EWSR1	SLC26A11
EWSR1	RNF213
EWSR1	NPTX1
EWSR1	BAIAP2
EWSR1	BAHCC1
EWSR1	SLC25A10
EWSR1	ARHGDIA
EWSR1	CSNK1D
EWSR1	FOXK2
EWSR1	TRIO
EWSR1	MYO10
EWSR1	IQGAP2
EWSR1	F2R
EWSR1	CTNNA1
EWSR1	PCDHGC4
EWSR1	PCDHGC3
EWSR1	DBN1
EWSR1	PDLIM7
EWSR1	PRR3
EWSR1	DDX39B
EWSR1	ATP6V1G2
EWSR1	AGPAT1
EWSR1	RNF5
EWSR1	LEMD2
EWSR1	HMGA1
EWSR1	MAPK14
EWSR1	FOXP4
EWSR1	TMEM151B
EWSR1	BACH2
EWSR1	SOBP
EWSR1	HIVEP2
EWSR1	ITGB1
EWSR1	TRIM8
EWSR1	DUSP5
EWSR1	INTS1
EWSR1	TTYH3
EWSR1	FOXK1
EWSR1	TNRC18
EWSR1	FBXL18
EWSR1	ACTB
EWSR1	FSCN1
EWSR1	DAGLB
EWSR1	TAX1BP1
EWSR1	ASL
EWSR1	ELN
EWSR1	LIMK1
EWSR1	CLIP2
EWSR1	ARPC1B
EWSR1	BUD31
EWSR1	ZKSCAN1
EWSR1	MEPCE
EWSR1	NYAP1
EWSR1	GNB2
EWSR1	TRIP6
EWSR1	SRRT
EWSR1	AP1S1
EWSR1	VGF
EWSR1	ORAI2
EWSR1	MET
EWSR1	REPIN1
EWSR1	FASTK
EWSR1	AGAP3
EWSR1	ZFP36L1
EWSR1	CYP46A1
EWSR1	CCDC107
EWSR1	KLF9
EWSR1	SEMA4D
EWSR1	PTCH1
EWSR1	TSTD2
EWSR1	ZNF462
EWSR1	MEGF9
EWSR1	FBXW2
EWSR1	STOM
EWSR1	DAB2IP
EWSR1	DENND1A
EWSR1	NEK6
EWSR1	SH2D3C
EWSR1	NTMT1
EWSR1	ASB6
EWSR1	RALGDS
EWSR1	VAV2
EWSR1	GPSM1
EWSR1	SNAPC4
EWSR1	MAPK8IP3
EWSR1	NME3
EWSR1	MRPS34
EWSR1	EME2
EWSR1	SPSB3
EWSR1	NUBP2
EWSR1	TBC1D24
EWSR1	TNFRSF12A
EWSR1	HCFC1R1
EWSR1	IL32
EWSR1	ZNF205
EWSR1	ZNF213
EWSR1	C16orf72
EWSR1	PRKCB
EWSR1	MAZ
EWSR1	PRRT2
EWSR1	FBXL19
EWSR1	ZNF646
EWSR1	VKORC1
EWSR1	FUS
EWSR1	ZNF423
EWSR1	MT2A
EWSR1	HERPUD1
EWSR1	CPNE2
EWSR1	CDH11
EWSR1	CMTM4
EWSR1	ZNF821
EWSR1	GLG1
EWSR1	ZNRF1
EWSR1	ADAT1
EWSR1	CMIP
EWSR1	PLCG2
EWSR1	FBXO31
EWSR1	MAP1LC3B
EWSR1	APRT
EWSR1	ANKRD11
EWSR1	VPS9D1
EWSR1	ZNF276
EWSR1	SRGAP3
EWSR1	CTDSPL
EWSR1	MAPKAPK3
EWSR1	ABHD14B
EWSR1	ACY1
EWSR1	TM4SF1
EWSR1	TIPARP
EWSR1	MCF2L2
EWSR1	FAM131A
EWSR1	MAGEF1
EWSR1	ST6GAL1
EWSR1	LPP
EWSR1	IL1RAP
EWSR1	XXYLT1
EWSR1	TNK2
EWSR1	CTBP1
EWSR1	ABLIM2
EWSR1	CPEB2
EWSR1	OCIAD2
EWSR1	SPRY1
EWSR1	TBC1D9
EWSR1	FKBP1A
EWSR1	NECAB3
EWSR1	DLGAP4
EWSR1	SULF2
EWSR1	PREX1
EWSR1	ARFGEF2
EWSR1	ZNF512B
EWSR1	SAMD10
EWSR1	TCEA2
EWSR1	MFAP2
EWSR1	SDHB
EWSR1	IFFO2
EWSR1	MUL1
EWSR1	PAFAH2
EWSR1	RPS6KA1
EWSR1	HDAC1
EWSR1	MARCKSL1
EWSR1	MAP7D1
EWSR1	TTC39A
EWSR1	JUN
EWSR1	PDE4B
EWSR1	DENND2D
EWSR1	RHOC
EWSR1	ENSA
EWSR1	S100A6
EWSR1	IL6R
EWSR1	CRABP2
EWSR1	IGSF9
EWSR1	APOA2
EWSR1	MR1
EWSR1	PHLDA3
EWSR1	TMCC2
EWSR1	ELK4
EWSR1	TMEM63A
EWSR1	GUK1
EWSR1	IL17RC
EWSR1	SH3BP5
EWSR1	CSRNP1
EWSR1	WDR82
EWSR1	FLNB
EWSR1	ABHD6
EWSR1	LRIG1
EWSR1	CCDC80
EWSR1	CHST2
EWSR1	DCUN1D1
EWSR1	EIF4A2
EWSR1	BTBD2
EWSR1	PIP5K1C
EWSR1	RAB11B
EWSR1	RAVER1
EWSR1	SLC44A2
EWSR1	RAB3D
EWSR1	NACC1
EWSR1	TPM4
EWSR1	SLC35E1
EWSR1	JUND
EWSR1	FXYD5
EWSR1	SPINT2
EWSR1	YIF1B
EWSR1	LGALS4
EWSR1	SAMD4B
EWSR1	MED29
EWSR1	CCDC97
EWSR1	GSK3A
EWSR1	FOSB
EWSR1	DMWD
EWSR1	ZC3H4
EWSR1	SAE1
EWSR1	PTPRH
EWSR1	NFIB
EWSR1	GBA2
EWSR1	RGP1
EWSR1	NINJ1
EWSR1	C5
EWSR1	SLC25A25
EWSR1	DNM1
EWSR1	IER5L
EWSR1	ABL1
EWSR1	TMSB4X
EWSR1	SYN1
EWSR1	NHSL2
EWSR1	RPL10
EWSR1	TNFRSF10D
EWSR1	SULF1
EWSR1	ACIN1
EWSR1	CIDEB
EWSR1	NFKBIA
EWSR1	SRSF5
EWSR1	IRF2BPL
EWSR1	CALM1
EWSR1	RCOR1
EWSR1	CDC42BPB
EWSR1	INF2
EWSR1	MTA1
EWSR1	DDAH2
EWSR1	ITPR3
EWSR1	FKBP5
EWSR1	CDKN1A
EWSR1	ZFAND3
EWSR1	FRS3
EWSR1	PAQR8
EWSR1	TRAM2
EWSR1	FYN
EWSR1	NRSN2
EWSR1	TRIB3
EWSR1	GPCPD1
EWSR1	HM13
EWSR1	NOL4L
EWSR1	EPB41L1
EWSR1	BLCAP
EWSR1	NNAT
EWSR1	ZHX3
EWSR1	PKIG
EWSR1	UCKL1
EWSR1	PRPF6
EWSR1	WDFY2
EWSR1	IRS2
EWSR1	COL4A1
EWSR1	TNFRSF1A
EWSR1	LTBR
EWSR1	C1RL
EWSR1	RBP5
EWSR1	CLSTN3
EWSR1	ACVR1B
EWSR1	SPRYD3
EWSR1	BLOC1S1
EWSR1	RPL41
EWSR1	SHMT2
EWSR1	TXNRD1
EWSR1	P2RX4
EWSR1	CAMKK2
EWSR1	RILPL1
EWSR1	FBRSL1
EWSR1	KLF6
EWSR1	FRMD4A
EWSR1	POLR3A
EWSR1	ZMIZ1
EWSR1	ANXA11
EWSR1	UBTD1
EWSR1	CUEDC2
EWSR1	NEURL1
EWSR1	SH3PXD2A
EWSR1	ACSL5
EWSR1	BAG3
EWSR1	THBS1
EWSR1	EIF2AK4
EWSR1	VPS18
EWSR1	CHAC1
EWSR1	INO80
EWSR1	USP3
EWSR1	CORO2B
EWSR1	CD276
EWSR1	CYP1A2
EWSR1	ANPEP
EWSR1	PITPNA
EWSR1	SLC43A2
EWSR1	PRPF8
EWSR1	SMG6
EWSR1	RNASEK
EWSR1	C17orf49
EWSR1	POLR2A
EWSR1	CYB5D1
EWSR1	TRAPPC1
EWSR1	KRBA2
EWSR1	RPL26
EWSR1	NDEL1
EWSR1	FAM222B
EWSR1	PIPOX
EWSR1	GIT1
EWSR1	ANKRD13B
EWSR1	RPL23
EWSR1	IGFBP4
EWSR1	ACLY
EWSR1	STAT3
EWSR1	ATP6V0A1
EWSR1	CALCOCO2
EWSR1	ITGA3
EWSR1	COL1A1
EWSR1	NME1
EWSR1	USP32
EWSR1	MRC2
EWSR1	TANC2
EWSR1	AFMID
EWSR1	RAI14
EWSR1	OSMR
EWSR1	IL6ST
EWSR1	SSBP2
EWSR1	MAN2A1
EWSR1	PDLIM4
EWSR1	DNAJC18
EWSR1	CXXC5
EWSR1	APBB3
EWSR1	IK
EWSR1	DIAPH1
EWSR1	PRR7
EWSR1	FAM193B
EWSR1	PHYKPL
EWSR1	ROCK2
EWSR1	LPIN1
EWSR1	FOSL2
EWSR1	PCBP1
EWSR1	VAMP8
EWSR1	RNF181
EWSR1	CNNM3
EWSR1	SH3RF3
EWSR1	TMEM37
EWSR1	NCKAP1
EWSR1	COL3A1
EWSR1	KLF7
