TF	target	TF_EntrezID	TF_Ensembl_ID	target_EntrezID	Paper
BRD2	NUCB1	NA	NA	NA	NA
BRD2	FTL	NA	NA	NA	NA
BRD2	ETFB	NA	NA	NA	NA
BRD2	PPP2R1A	NA	NA	NA	NA
BRD2	RPL28	NA	NA	NA	NA
BRD2	EIF4A1	NA	NA	NA	NA
BRD2	RPL26	NA	NA	NA	NA
BRD2	PIPOX	NA	NA	NA	NA
BRD2	RPL23	NA	NA	NA	NA
BRD2	PSMD3	NA	NA	NA	NA
BRD2	JUP	NA	NA	NA	NA
BRD2	ACLY	NA	NA	NA	NA
BRD2	RPL27	NA	NA	NA	NA
BRD2	VAT1	NA	NA	NA	NA
BRD2	KPNB1	NA	NA	NA	NA
BRD2	PNPO	NA	NA	NA	NA
BRD2	PHB	NA	NA	NA	NA
BRD2	ITGA3	NA	NA	NA	NA
BRD2	LRRC59	NA	NA	NA	NA
BRD2	CLTC	NA	NA	NA	NA
BRD2	PSMC5	NA	NA	NA	NA
BRD2	DDX5	NA	NA	NA	NA
BRD2	RPL38	NA	NA	NA	NA
BRD2	ACOX1	NA	NA	NA	NA
BRD2	LGALS3BP	NA	NA	NA	NA
BRD2	SLC25A10	NA	NA	NA	NA
BRD2	ARHGDIA	NA	NA	NA	NA
BRD2	CTSB	NA	NA	NA	NA
BRD2	DPYSL2	NA	NA	NA	NA
BRD2	EPHX2	NA	NA	NA	NA
BRD2	GSR	NA	NA	NA	NA
BRD2	RPL30	NA	NA	NA	NA
BRD2	NDRG1	NA	NA	NA	NA
BRD2	PLEC	NA	NA	NA	NA
BRD2	RPL8	NA	NA	NA	NA
BRD2	ADI1	NA	NA	NA	NA
BRD2	YWHAQ	NA	NA	NA	NA
BRD2	RAB10	NA	NA	NA	NA
BRD2	HADHA	NA	NA	NA	NA
BRD2	HADHB	NA	NA	NA	NA
BRD2	GALM	NA	NA	NA	NA
BRD2	EML4	NA	NA	NA	NA
BRD2	CCT4	NA	NA	NA	NA
BRD2	UGP2	NA	NA	NA	NA
BRD2	ANXA4	NA	NA	NA	NA
BRD2	PCBP1	NA	NA	NA	NA
BRD2	SUCLG1	NA	NA	NA	NA
BRD2	ACTR3	NA	NA	NA	NA
BRD2	HNMT	NA	NA	NA	NA
BRD2	DPP4	NA	NA	NA	NA
BRD2	MYO1B	NA	NA	NA	NA
BRD2	HSPD1	NA	NA	NA	NA
BRD2	SPATS2L	NA	NA	NA	NA
BRD2	IDH1	NA	NA	NA	NA
BRD2	TUBA4A	NA	NA	NA	NA
BRD2	LRRFIP1	NA	NA	NA	NA
BRD2	SLC25A1	NA	NA	NA	NA
BRD2	COMT	NA	NA	NA	NA
BRD2	MIF	NA	NA	NA	NA
BRD2	GGT1	NA	NA	NA	NA
BRD2	YWHAH	NA	NA	NA	NA
BRD2	MYH9	NA	NA	NA	NA
BRD2	EIF3D	NA	NA	NA	NA
BRD2	TST	NA	NA	NA	NA
BRD2	MPST	NA	NA	NA	NA
BRD2	LGALS1	NA	NA	NA	NA
BRD2	RPL3	NA	NA	NA	NA
BRD2	ST13	NA	NA	NA	NA
BRD2	XRCC6	NA	NA	NA	NA
BRD2	CYB5R3	NA	NA	NA	NA
BRD2	TTC38	NA	NA	NA	NA
BRD2	PLIN2	NA	NA	NA	NA
BRD2	RPS6	NA	NA	NA	NA
BRD2	DNAJA1	NA	NA	NA	NA
BRD2	GALT	NA	NA	NA	NA
BRD2	VCP	NA	NA	NA	NA
BRD2	CLTA	NA	NA	NA	NA
BRD2	GRHPR	NA	NA	NA	NA
BRD2	TJP2	NA	NA	NA	NA
BRD2	SEC61B	NA	NA	NA	NA
BRD2	HSDL2	NA	NA	NA	NA
BRD2	STOM	NA	NA	NA	NA
BRD2	HSPA5	NA	NA	NA	NA
BRD2	RPL12	NA	NA	NA	NA
BRD2	SPTAN1	NA	NA	NA	NA
BRD2	CRAT	NA	NA	NA	NA
BRD2	RPL7A	NA	NA	NA	NA
BRD2	B2M	NA	NA	NA	NA
BRD2	ANXA2	NA	NA	NA	NA
BRD2	TPM1	NA	NA	NA	NA
BRD2	PPIB	NA	NA	NA	NA
BRD2	PKM	NA	NA	NA	NA
BRD2	COX5A	NA	NA	NA	NA
BRD2	ETFA	NA	NA	NA	NA
BRD2	TALDO1	NA	NA	NA	NA
BRD2	RPLP2	NA	NA	NA	NA
BRD2	CTSD	NA	NA	NA	NA
BRD2	LDHA	NA	NA	NA	NA
BRD2	CD59	NA	NA	NA	NA
BRD2	HSD17B12	NA	NA	NA	NA
BRD2	F2	NA	NA	NA	NA
BRD2	NDUFS3	NA	NA	NA	NA
BRD2	FTH1	NA	NA	NA	NA
BRD2	AHNAK	NA	NA	NA	NA
BRD2	GANAB	NA	NA	NA	NA
BRD2	STIP1	NA	NA	NA	NA
BRD2	CFL1	NA	NA	NA	NA
BRD2	PC	NA	NA	NA	NA
BRD2	CORO1B	NA	NA	NA	NA
BRD2	DHCR7	NA	NA	NA	NA
BRD2	C11orf54	NA	NA	NA	NA
BRD2	ACAT1	NA	NA	NA	NA
BRD2	APOA1	NA	NA	NA	NA
BRD2	RPS25	NA	NA	NA	NA
BRD2	HYOU1	NA	NA	NA	NA
BRD2	HSPA8	NA	NA	NA	NA
BRD2	FKBP4	NA	NA	NA	NA
BRD2	GAPDH	NA	NA	NA	NA
BRD2	PTMS	NA	NA	NA	NA
BRD2	USP5	NA	NA	NA	NA
BRD2	PHB2	NA	NA	NA	NA
BRD2	STRAP	NA	NA	NA	NA
BRD2	GPD1	NA	NA	NA	NA
BRD2	KRT8	NA	NA	NA	NA
BRD2	KRT18	NA	NA	NA	NA
BRD2	METTL7B	NA	NA	NA	NA
BRD2	RAB5B	NA	NA	NA	NA
BRD2	RPS26	NA	NA	NA	NA
BRD2	MYL6	NA	NA	NA	NA
BRD2	CS	NA	NA	NA	NA
BRD2	PTGES3	NA	NA	NA	NA
BRD2	SHMT2	NA	NA	NA	NA
BRD2	DCTN2	NA	NA	NA	NA
BRD2	GNS	NA	NA	NA	NA
BRD2	SLC25A3	NA	NA	NA	NA
BRD2	CKAP4	NA	NA	NA	NA
BRD2	ATP2A2	NA	NA	NA	NA
BRD2	ARPC3	NA	NA	NA	NA
BRD2	RPLP0	NA	NA	NA	NA
BRD2	HPD	NA	NA	NA	NA
BRD2	HIP1R	NA	NA	NA	NA
BRD2	TUBB2A	NA	NA	NA	NA
BRD2	ECI2	NA	NA	NA	NA
BRD2	DSP	NA	NA	NA	NA
BRD2	TUBB	NA	NA	NA	NA
BRD2	RPL10A	NA	NA	NA	NA
BRD2	FKBP5	NA	NA	NA	NA
BRD2	HSP90AB1	NA	NA	NA	NA
BRD2	EZR	NA	NA	NA	NA
BRD2	SOD2	NA	NA	NA	NA
BRD2	SOD1	NA	NA	NA	NA
BRD2	CSTB	NA	NA	NA	NA
BRD2	LSS	NA	NA	NA	NA
BRD4	COMT	NA	NA	NA	NA
BRD4	MYH9	NA	NA	NA	NA
BRD4	EIF3D	NA	NA	NA	NA
BRD4	LGALS1	NA	NA	NA	NA
BRD4	AK3	NA	NA	NA	NA
BRD4	RPS6	NA	NA	NA	NA
BRD4	DNAJA1	NA	NA	NA	NA
BRD4	GALT	NA	NA	NA	NA
BRD4	CLTA	NA	NA	NA	NA
BRD4	HNRNPK	NA	NA	NA	NA
BRD4	PTGR1	NA	NA	NA	NA
BRD4	RPL12	NA	NA	NA	NA
BRD4	RPL7A	NA	NA	NA	NA
BRD4	GSR	NA	NA	NA	NA
BRD4	RPL7	NA	NA	NA	NA
BRD4	RPL30	NA	NA	NA	NA
BRD4	NDRG1	NA	NA	NA	NA
BRD4	ERH	NA	NA	NA	NA
BRD4	DLST	NA	NA	NA	NA
BRD4	DYNC1H1	NA	NA	NA	NA
BRD4	ANXA4	NA	NA	NA	NA
BRD4	PCBP1	NA	NA	NA	NA
BRD4	ACTR3	NA	NA	NA	NA
BRD4	HSPD1	NA	NA	NA	NA
BRD4	SPATS2L	NA	NA	NA	NA
BRD4	NDUFS1	NA	NA	NA	NA
BRD4	IDH1	NA	NA	NA	NA
BRD4	HSP90AB1	NA	NA	NA	NA
BRD4	EZR	NA	NA	NA	NA
BRD4	G3BP2	NA	NA	NA	NA
BRD4	SEC31A	NA	NA	NA	NA
BRD4	PDLIM5	NA	NA	NA	NA
BRD4	MTTP	NA	NA	NA	NA
BRD4	ETFDH	NA	NA	NA	NA
BRD4	RPL21	NA	NA	NA	NA
BRD4	MCCC2	NA	NA	NA	NA
BRD4	GLRX	NA	NA	NA	NA
BRD4	HSD17B4	NA	NA	NA	NA
BRD4	HINT1	NA	NA	NA	NA
BRD4	HNRNPA0	NA	NA	NA	NA
BRD4	ERGIC1	NA	NA	NA	NA
BRD4	SFXN1	NA	NA	NA	NA
BRD4	PPIA	NA	NA	NA	NA
BRD4	CCT6A	NA	NA	NA	NA
BRD4	MDH2	NA	NA	NA	NA
BRD4	ARPC1B	NA	NA	NA	NA
BRD4	PSMC2	NA	NA	NA	NA
BRD4	CALU	NA	NA	NA	NA
BRD4	ARPC4	NA	NA	NA	NA
BRD4	RPL32	NA	NA	NA	NA
BRD4	RPL15	NA	NA	NA	NA
BRD4	PDCD6IP	NA	NA	NA	NA
BRD4	RPSA	NA	NA	NA	NA
BRD4	ACY1	NA	NA	NA	NA
BRD4	ABHD14B	NA	NA	NA	NA
BRD4	SUCLG2	NA	NA	NA	NA
BRD4	RPL24	NA	NA	NA	NA
BRD4	SEC61A1	NA	NA	NA	NA
BRD4	RAB7A	NA	NA	NA	NA
BRD4	CP	NA	NA	NA	NA
BRD4	EIF4G1	NA	NA	NA	NA
BRD4	EHHADH	NA	NA	NA	NA
BRD4	OPA1	NA	NA	NA	NA
BRD4	RPS15	NA	NA	NA	NA
BRD4	MAP2K2	NA	NA	NA	NA
BRD4	TUBB4A	NA	NA	NA	NA
BRD4	ELAVL1	NA	NA	NA	NA
BRD4	CDC37	NA	NA	NA	NA
BRD4	CALR	NA	NA	NA	NA
BRD4	DNAJB1	NA	NA	NA	NA
BRD4	TPM4	NA	NA	NA	NA
BRD4	COPE	NA	NA	NA	NA
BRD4	HNRNPL	NA	NA	NA	NA
BRD4	RPS16	NA	NA	NA	NA
BRD4	PSMC4	NA	NA	NA	NA
BRD4	RPL28	NA	NA	NA	NA
BRD4	LRRC47	NA	NA	NA	NA
BRD4	H6PD	NA	NA	NA	NA
BRD4	DDOST	NA	NA	NA	NA
BRD4	RPL11	NA	NA	NA	NA
BRD4	SFN	NA	NA	NA	NA
BRD4	KHDRBS1	NA	NA	NA	NA
BRD4	AKR1A1	NA	NA	NA	NA
BRD4	CPT2	NA	NA	NA	NA
BRD4	CRYZ	NA	NA	NA	NA
BRD4	PSMB4	NA	NA	NA	NA
BRD4	S100A11	NA	NA	NA	NA
BRD4	FDPS	NA	NA	NA	NA
BRD4	APOA2	NA	NA	NA	NA
BRD4	ALDH9A1	NA	NA	NA	NA
BRD4	HNRNPU	NA	NA	NA	NA
BRD4	SLC25A6	NA	NA	NA	NA
BRD4	EIF2S3	NA	NA	NA	NA
BRD4	PTMS	NA	NA	NA	NA
BRD4	USP5	NA	NA	NA	NA
BRD4	PHB2	NA	NA	NA	NA
BRD4	STRAP	NA	NA	NA	NA
BRD4	METTL7A	NA	NA	NA	NA
BRD4	RAB5B	NA	NA	NA	NA
BRD4	MYL6	NA	NA	NA	NA
BRD4	PTGES3	NA	NA	NA	NA
BRD4	DCTN2	NA	NA	NA	NA
BRD4	ARPC3	NA	NA	NA	NA
BRD4	RPLP2	NA	NA	NA	NA
BRD4	HSD17B12	NA	NA	NA	NA
BRD4	NDUFS3	NA	NA	NA	NA
BRD4	GANAB	NA	NA	NA	NA
BRD4	CFL1	NA	NA	NA	NA
BRD4	C11orf54	NA	NA	NA	NA
BRD4	RPS25	NA	NA	NA	NA
BRD4	HSPA8	NA	NA	NA	NA
BRD4	GATM	NA	NA	NA	NA
BRD4	ETFA	NA	NA	NA	NA
BRD4	GSPT1	NA	NA	NA	NA
BRD4	ALDOA	NA	NA	NA	NA
BRD4	CES2	NA	NA	NA	NA
BRD4	YWHAE	NA	NA	NA	NA
BRD4	EIF4A1	NA	NA	NA	NA
BRD4	RPL26	NA	NA	NA	NA
BRD4	RPL27	NA	NA	NA	NA
BRD4	KPNB1	NA	NA	NA	NA
BRD4	PNPO	NA	NA	NA	NA
BRD4	PSMC5	NA	NA	NA	NA
BRD4	DDX5	NA	NA	NA	NA
BRD4	ACOX1	NA	NA	NA	NA
BRD4	SLC25A10	NA	NA	NA	NA
BRD4	ARHGDIA	NA	NA	NA	NA
BRD4	FKBP1A	NA	NA	NA	NA
BRD4	APMAP	NA	NA	NA	NA
BRD4	PYGB	NA	NA	NA	NA
BRD4	CHMP4B	NA	NA	NA	NA
BRD4	RPN2	NA	NA	NA	NA
BRD4	YWHAB	NA	NA	NA	NA
BRD4	TPD52L2	NA	NA	NA	NA
BRD4	GDI2	NA	NA	NA	NA
BRD4	SEC24C	NA	NA	NA	NA
BRD4	ANXA11	NA	NA	NA	NA
BRD4	GLUD1	NA	NA	NA	NA
BRD4	PDLIM1	NA	NA	NA	NA
BRD4	ACSL5	NA	NA	NA	NA
BRD4	ECHDC3	NA	NA	NA	NA
BRD4	OPTN	NA	NA	NA	NA
BRD4	VIM	NA	NA	NA	NA
BRD4	ANXA7	NA	NA	NA	NA
BRD4	VCL	NA	NA	NA	NA
BRD4	VDAC2	NA	NA	NA	NA
BRD4	PGAM1	NA	NA	NA	NA
BRD4	ACTR1A	NA	NA	NA	NA
BRD4	GSTO1	NA	NA	NA	NA
BRD4	EIF3A	NA	NA	NA	NA
BRD4	PRDX3	NA	NA	NA	NA
BRD4	ACADSB	NA	NA	NA	NA
BRD4	ECHS1	NA	NA	NA	NA
BRD4	TALDO1	NA	NA	NA	NA
BRD4	CTSD	NA	NA	NA	NA
BRD4	LDHA	NA	NA	NA	NA
BRD4	CD59	NA	NA	NA	NA
BRD4	FTH1	NA	NA	NA	NA
BRD4	AHNAK	NA	NA	NA	NA
BRD4	STIP1	NA	NA	NA	NA
BRD4	PC	NA	NA	NA	NA
BRD4	CORO1B	NA	NA	NA	NA
BRD4	DHCR7	NA	NA	NA	NA
BRD4	ACAT1	NA	NA	NA	NA
BRD4	APOA1	NA	NA	NA	NA
BRD4	HYOU1	NA	NA	NA	NA
BRD4	FKBP4	NA	NA	NA	NA
BRD4	GAPDH	NA	NA	NA	NA
BRD4	GPD1	NA	NA	NA	NA
BRD4	RPS26	NA	NA	NA	NA
BRD4	CS	NA	NA	NA	NA
BRD4	SHMT2	NA	NA	NA	NA
BRD4	GNS	NA	NA	NA	NA
BRD4	SLC25A3	NA	NA	NA	NA
BRD4	CKAP4	NA	NA	NA	NA
BRD4	ATP2A2	NA	NA	NA	NA
BRD4	RPLP0	NA	NA	NA	NA
BRD4	HIP1R	NA	NA	NA	NA
BRD4	GLDC	NA	NA	NA	NA
BRD4	PLIN2	NA	NA	NA	NA
BRD4	ACO1	NA	NA	NA	NA
BRD4	VCP	NA	NA	NA	NA
BRD4	GRHPR	NA	NA	NA	NA
BRD4	ALDH1B1	NA	NA	NA	NA
BRD4	TJP2	NA	NA	NA	NA
BRD4	SEC61B	NA	NA	NA	NA
BRD4	RAD23B	NA	NA	NA	NA
BRD4	HSDL2	NA	NA	NA	NA
BRD4	SPTAN1	NA	NA	NA	NA
BRD4	CRAT	NA	NA	NA	NA
BRD4	AHCY	NA	NA	NA	NA
BRD4	ACSS2	NA	NA	NA	NA
BRD4	GSS	NA	NA	NA	NA
BRD4	SRSF6	NA	NA	NA	NA
BRD4	CTSA	NA	NA	NA	NA
BRD4	SLC25A1	NA	NA	NA	NA
BRD4	MIF	NA	NA	NA	NA
BRD4	GGT1	NA	NA	NA	NA
BRD4	YWHAH	NA	NA	NA	NA
BRD4	TST	NA	NA	NA	NA
BRD4	MPST	NA	NA	NA	NA
BRD4	RPL3	NA	NA	NA	NA
BRD4	ST13	NA	NA	NA	NA
BRD4	XRCC6	NA	NA	NA	NA
BRD4	CYB5R3	NA	NA	NA	NA
BRD4	TTC38	NA	NA	NA	NA
BRD4	ADI1	NA	NA	NA	NA
BRD4	YWHAQ	NA	NA	NA	NA
BRD4	RAB10	NA	NA	NA	NA
BRD4	HADHA	NA	NA	NA	NA
BRD4	HADHB	NA	NA	NA	NA
BRD4	CCT4	NA	NA	NA	NA
BRD4	UGP2	NA	NA	NA	NA
BRD4	SUCLG1	NA	NA	NA	NA
BRD4	IMMT	NA	NA	NA	NA
BRD4	MYO1B	NA	NA	NA	NA
BRD4	CPS1	NA	NA	NA	NA
BRD4	TUBA4A	NA	NA	NA	NA
BRD4	LRRFIP1	NA	NA	NA	NA
BRD4	PSME2	NA	NA	NA	NA
BRD4	SEC23A	NA	NA	NA	NA
BRD4	GMFB	NA	NA	NA	NA
BRD4	DHRS7	NA	NA	NA	NA
BRD4	ALDH6A1	NA	NA	NA	NA
BRD4	TMED10	NA	NA	NA	NA
BRD4	HSP90AA1	NA	NA	NA	NA
BRD4	INF2	NA	NA	NA	NA
BRD4	UBA1	NA	NA	NA	NA
BRD4	NONO	NA	NA	NA	NA
BRD4	RPS4X	NA	NA	NA	NA
BRD4	PGK1	NA	NA	NA	NA
BRD4	AIFM1	NA	NA	NA	NA
BRD4	SSR4	NA	NA	NA	NA
BRD4	FLNA	NA	NA	NA	NA
BRD4	RPL10	NA	NA	NA	NA
BRD4	ACAA1	NA	NA	NA	NA
BRD4	MAP4	NA	NA	NA	NA
BRD4	GPX1	NA	NA	NA	NA
BRD4	FLNB	NA	NA	NA	NA
BRD4	GBE1	NA	NA	NA	NA
BRD4	PCCB	NA	NA	NA	NA
BRD4	PLOD2	NA	NA	NA	NA
BRD4	NCEH1	NA	NA	NA	NA
BRD4	MCCC1	NA	NA	NA	NA
BRD4	BDH1	NA	NA	NA	NA
BRD4	TUBB2A	NA	NA	NA	NA
BRD4	ECI2	NA	NA	NA	NA
BRD4	DSP	NA	NA	NA	NA
BRD4	TUBB	NA	NA	NA	NA
BRD4	FKBP5	NA	NA	NA	NA
BRD4	GLO1	NA	NA	NA	NA
BRD4	RPS12	NA	NA	NA	NA
BRD4	SOD2	NA	NA	NA	NA
BRD4	ACAT2	NA	NA	NA	NA
BRD4	TCP1	NA	NA	NA	NA
BRD4	CRYL1	NA	NA	NA	NA
BRD4	TPT1	NA	NA	NA	NA
BRD4	CTSB	NA	NA	NA	NA
BRD4	ATP6V1B2	NA	NA	NA	NA
BRD4	DPYSL2	NA	NA	NA	NA
BRD4	EPHX2	NA	NA	NA	NA
BRD4	VDAC3	NA	NA	NA	NA
BRD4	MTDH	NA	NA	NA	NA
BRD4	PLEC	NA	NA	NA	NA
BRD4	RPL8	NA	NA	NA	NA
BRD4	CMBL	NA	NA	NA	NA
BRD4	HMGCS1	NA	NA	NA	NA
BRD4	NNT	NA	NA	NA	NA
BRD4	HEXB	NA	NA	NA	NA
BRD4	IQGAP2	NA	NA	NA	NA
BRD4	TBCA	NA	NA	NA	NA
BRD4	RPS23	NA	NA	NA	NA
BRD4	CAST	NA	NA	NA	NA
BRD4	CTNNA1	NA	NA	NA	NA
BRD4	PGD	NA	NA	NA	NA
BRD4	CAPZB	NA	NA	NA	NA
BRD4	HMGCL	NA	NA	NA	NA
BRD4	CLIC4	NA	NA	NA	NA
BRD4	AK2	NA	NA	NA	NA
BRD4	SFPQ	NA	NA	NA	NA
BRD4	RPS8	NA	NA	NA	NA
BRD4	SCP2	NA	NA	NA	NA
BRD4	PGM1	NA	NA	NA	NA
BRD4	ACADM	NA	NA	NA	NA
BRD4	DDAH1	NA	NA	NA	NA
BRD4	ABCD3	NA	NA	NA	NA
BRD4	AGL	NA	NA	NA	NA
BRD4	CSDE1	NA	NA	NA	NA
BRD4	PHGDH	NA	NA	NA	NA
BRD4	FMO5	NA	NA	NA	NA
BRD4	S100A6	NA	NA	NA	NA
BRD4	TAGLN2	NA	NA	NA	NA
BRD4	DHX9	NA	NA	NA	NA
BRD4	EPHX1	NA	NA	NA	NA
BRD4	SOD1	NA	NA	NA	NA
BRD4	CSTB	NA	NA	NA	NA
BRD4	HIBADH	NA	NA	NA	NA
BRD4	ASL	NA	NA	NA	NA
BRD4	HSPB1	NA	NA	NA	NA
BRD4	YWHAG	NA	NA	NA	NA
BRD4	SLC25A13	NA	NA	NA	NA
BRD4	NAMPT	NA	NA	NA	NA
