source	RNAseq_Rif_The_DEgene	RNAseq_Rif_Tox_DEgene	RNAseq_DEgene_toProtein_Rif_The	RNAseq_DEgene_toProtein_Rif_Tox	traceback_across_TFs	existed_across_TFs	traceback_TFs_RNAseq_Rif_The_DEgene	traceback_TFs_RNAseq_Rif_Tox_DEgene	traceback_TFs_RNAseq_DEgene_toProtein_Rif_The	traceback_TFs_RNAseq_DEgene_toProtein_Rif_Tox
ADPGK	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PTMS	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
ATP13A2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PSMB4	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
CELF3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
AMFR	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
GPBP1L1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CTBP1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CARMIL2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM131B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PSKH1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CCDC107	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NPR2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
GNE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARHGAP35	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CALM3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
BSDC1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SSU72	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ZNF362	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NR2F6	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
VMA21	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
KALRN	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RRP1B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PDXK	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA
CSTB	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
RALGDS	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
VAV2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MCM3AP	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PRMT2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GPSM1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SHKBP1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZER1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
BRSK1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SIK3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CHTOP	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ADAR	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
IL6R	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CHRNB2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FDPS	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
RUSC1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MYL3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
AZGP1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FGFR4	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CYP3A4	TRUE	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA
CYP3A7	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
NACC1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
IER2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PWWP3A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
LRRC14	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
COL26A1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PPP1R16A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ORAI2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
RPL8	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
PSMC2	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
CELF5	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
YDJC	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
DVL3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
AP2M1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ACOX1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
SRSF2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MPP3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
LSM12	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
EMC10	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SHANK1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FAM171A2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
LARP4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RAVER1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
LEMD2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
EIF4A1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
RPL26	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
SPSB3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CCNF	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TBC1D24	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PAQR4	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
FLYWCH2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CYB561A3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
GNG3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
STX5	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ITIH3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ZFPL1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ELAVL4	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PLPP3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NOL9	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ZSWIM5	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SLC45A1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SELENON	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
AK4	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
AKR7A3	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
DRAXIN	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PDPN	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
DHRS3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SDC3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
KIAA1522	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ALPL	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
WNT4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MXRA8	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FAAP20	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
DIRAS3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
NFIA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NTNG1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
C1orf52	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATXN7L2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
AGL	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
CADM3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ZNF496	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
IGSF8	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PEA15	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
VANGL2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
LMX1A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
DENND2D	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1orf115	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
BROX	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
KIF26B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
KLHDC8A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
WDR26	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
LRRTM1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MEMO1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
KCNF1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
LRATD1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBXO41	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ACTG2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
H3-3A	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
COQ8A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SLC16A14	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SMARCAD1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PDLIM5	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
RPRD2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CTSS	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SCNM1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
S100A11	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
DHX57	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
S100A9	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FZD5	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
DCAF16	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ANTXR2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CGGBP1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PBXIP1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CLDN1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PYGO2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
EOGT	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
FSTL1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TMEM169	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGFBP7	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TRIM46	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ARPC2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CCT3	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
TGFBR2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NFASC	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CLASP2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
SUCLG1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
PRKCI	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC2A2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FABP1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
PPM1L	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CADPS	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ALB	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
PSMD6	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PRICKLE2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
TIPARP	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SLMAP	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
RPL9	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
ABHD6	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RBM47	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
IL17RC	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRRT3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
MTMR14	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
HPS3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ZDHHC3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SLC6A20	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
DTX3L	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
GRIK3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MEAF6	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CAMK2N2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
IFT122	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
BAP1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TKT	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
PBRM1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
UVSSA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ARHGEF3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
LRPAP1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SLC51A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ABLIM2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
SGMS2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PGRMC2	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
CDC25A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SPRY1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
BSN	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CAMKV	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RAD54L2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
DUSP7	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
WDR82	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PITX2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PRSS12	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
HMGB2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANXA5	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
GUCY1A1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
HPGD	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
TMEM184C	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
EDIL3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NIPBL	TRUE	NA	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE
F2RL2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CMBL	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
F2RL1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RHOBTB3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CFAP97	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CARTPT	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TENT2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
EBF1	TRUE	TRUE	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE
TLR3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
KLKB1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NSA2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GFM2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ACSL6	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
SEPTIN8	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SHROOM1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
UQCRQ	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
LEAP2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CITED2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SFXN1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
TMEM200A	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
DAGLB	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
KIAA0895	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
GALNT10	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CAMLG	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RELL2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SLC29A4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
HEY1	TRUE	NA	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE
FABP5	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
COL1A2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FNDC1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
BRI3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
LMTK2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CTSB	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
ADCY1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RAD21	TRUE	TRUE	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE
OSGIN2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
INTS1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FASTK	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FOXK1	TRUE	NA	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE
COX6C	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
BAALC	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
VIRMA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
GEM	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PDP1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM219A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MYORG	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TMEM65	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PSIP1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ABCA1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ALDH1A1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
HGSNAT	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RASEF	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPK	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
FBP1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
PGAP4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
KIAA1958	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PCDH19	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GAPVD1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
WNK2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NOL6	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
AQP3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
VCP	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
SLITRK5	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARHGAP12	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FAT3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
LRFN5	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PGM2L1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PHYHIPL	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CRYL1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
REEP3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PCF11	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PKNOX2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RPL36AL	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
DEPP1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TMEM63C	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
AMER2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
KBTBD6	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTX2	TRUE	TRUE	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE
NUDT5	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
ATP5F1C	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
PDZD8	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF503	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PRDX3	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
GHITM	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SNAPC4	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
HPRT1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
DIPK1B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ZMYND19	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RET	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
BMS1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
STK32C	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NDRG2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ARHGEF40	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
NSMF	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF219	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SALL2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PRAP1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
HSPA12A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
UBTD1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLMN	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTER	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ARL5B	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
KCNC2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMOTL1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CEP57	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAM3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SVOP	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
NDUFB8	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBN1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CKB	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
POLL	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
BAG5	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF319	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
GABRB3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ARIH1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
SCN3B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
WBP1L	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
APBB1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TRIM44	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
DCHS1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CYB5A	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
USP54	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PPFIBP2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MOGAT2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GARRE1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TUB	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RIC3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CRABP1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RPL27A	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
TMEM130	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MFAP4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MAPK7	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PRKCB	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RIMKLB	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMED3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SEC11C	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TMEM135	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NDEL1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CIAO2B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
BLCAP	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MMP10	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TVP23A	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
BEX3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ZNF592	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
BMERB1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
