Row Names	20180205_04_S171849_1186	20180205_23_S171850_1187	20180205_25_S171851_1188	20180205_07_S171854_1191	20180205_08_S171853_1190	20180205_32_S171852_1189	20180205_03_S171856_1193	20180205_39_S171857_1194	20180205_49_S171855_1192	20180205_43_S171859_1196	20180205_45_S171858_1195	20180205_53_S171860_1197	20180205_28_S171862_1199	20180205_29_S171861_1198	20180205_37_S171863_1200	20180205_09_S171864_1201	20180205_13_S171865_1202	20180205_15_S171866_1203	20180205_16_S171868_1205	20180205_55_S171869_1206	20180205_57_S171867_1204	20180205_41_S171872_1209	20180205_48_S171870_1207	20180205_56_S171871_1208	20180205_12_S171875_1212	20180205_20_S171873_1210	20180205_35_S171874_1211	20180205_05_S171878_1215	20180205_27_S171876_1213	20180205_47_S171877_1214	20180205_17_S171881_1218	20180205_24_S171880_1217	20180205_36_S171879_1216	20180205_11_S171884_1221	20180205_21_S171883_1220	20180205_52_S171882_1219	20180205_19_S171885_1222	20180205_40_S171887_1224	20180205_44_S171886_1223	20180205_31_S171889_1226	20180205_33_S171888_1225	20180205_51_S171890_1227
sp|A0A087WXS9|TBC3I_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4693.83	5196.219	3657.9526	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|A0AV96|RBM47_HUMAN	NaN	NaN	NaN	743.3081	653.7108	573.6405	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	194.08609	369.77414	241.1803	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|A0MZ66|SHOT1_HUMAN	1337.378	1156.4672	863.58386	NaN	NaN	NaN	NaN	789.4287	1374.2444	2141.854	1827.2054	2091.7617	4020.1848	2595.9253	3043.9014	3228.059	3636.7417	2127.785	2989.479	3267.85	2624.1575	1843.6559	1647.5371	1680.6625	NaN	1948.165	1804.6499	NaN	NaN	NaN	1520.6564	1478.1865	1326.8436	NaN	NaN	NaN	1533.2238	1500.4392	1738.6042	2448.6372	2549.8586	1619.256
sp|A2VDF0|FUCM_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2119.522	61.39457	403.17944	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|A3KMH1|VWA8_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	261.43726	12.826468	381.16467	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|A6NDB9|PALM3_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	452.70584	215.24161	307.63226	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|A6NGU5|GGT3_HUMAN : sp|P19440|GGT1_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	722.3092	852.4027	409.2102	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|A6NGU5|GGT3_HUMAN : sp|P19440|GGT1_HUMAN : sp|P36268|GGT2_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4705.162	4148.368	5269.4243
sp|A6NHG4|DDTL_HUMAN : sp|P30046|DOPD_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	5596.028	29961.8	23028.719	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|A6NIZ1|RP1BL_HUMAN : sp|P61224|RAP1B_HUMAN : sp|P62834|RAP1A_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2833.7437	1340.8411	1713.7637	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2873.2124	1527.0848	4564.656	NaN	NaN	NaN
sp|A8K2U0|A2ML1_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33.685802	30.170715	5394.519	NaN	NaN	NaN	NaN	NaN	NaN
sp|B5MCY1|TDR15_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11716.939	13731.113	15228.562	14503.476	14675.828	12649.429	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|B5ME19|EIFCL_HUMAN : sp|Q99613|EIF3C_HUMAN	2285.0168	5977.1377	5321.429	1082.7021	1006.46106	3662.017	2229.2822	3624.033	7004.8066	6132.4795	3960.6033	5067.2397	NaN	NaN	NaN	NaN	NaN	NaN	1051.0846	2567.1365	1076.1227	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1580.7418	3511.663	5183.126	488.62802	3509.761	2992.1338	2325.8726	1687.6538	2171.4307	NaN	NaN	NaN
sp|B9A064|IGLL5_HUMAN : sp|P0CF74|LAC6_HUMAN : sp|P0CG04|LAC1_HUMAN : sp|P0CG05|LAC2_HUMAN : sp|P0CG06|LAC3_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.167341	13.134849	25594.662	NaN	NaN	NaN	NaN	NaN	NaN
sp|E9PAV3|NACAM_HUMAN : sp|Q13765|NACA_HUMAN	11451.914	18050.402	19321.324	11195.416	11025.893	5733.6924	14510.725	16857.64	13663.183	NaN	NaN	NaN	5008.1333	5058.6807	5259.3643	7059.6436	8336.708	5829.722	1267.8899	1989.8108	1409.3136	NaN	NaN	NaN	3156.9617	17469.104	19644.168	11995.423	30979.268	35547.92	22360.467	22773.227	34611.156	8827.672	4040.3374	6896.597	8206.917	4902.0796	10716.293	24223.568	17576.17	17750.873
sp|O00116|ADAS_HUMAN	634.44244	73.80979	69.55887	2376.6448	2117.9	1442.0822	NaN	NaN	NaN	NaN	NaN	NaN	3122.7915	951.3583	2314.9849	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1718.105	1787.7163	NaN	NaN	NaN	NaN	NaN	NaN	197.15297	572.37714	479.51508	425.398	202.73494	253.28154	NaN	NaN	NaN
sp|O00148|DX39A_HUMAN : sp|Q13838|DX39B_HUMAN	9583.636	1873.3755	1568.2144	NaN	NaN	NaN	469.4502	5515.1543	7479.289	NaN	NaN	NaN	NaN	NaN	NaN	2569.8586	2779.6448	2001.5023	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2045.7546	2469.792	2389.391
sp|O00151|PDLI1_HUMAN	5472.336	26275.277	26753.445	21029.82	19893.05	17100.725	11697.789	10424.441	7693.3936	26406.715	14542.07	24369.83	10286.505	11272.263	10547.442	12137.9	16659.912	9558.355	15873.516	26514.922	18412.404	22129.342	23790.09	23912.656	15592.838	18887.158	25545.717	19314.043	27104.566	46208.918	12696.431	14337.782	17133.506	6728.401	11043.23	5600.6323	8010.672	10147.738	11496.767	20007.809	12965.086	14831.456
sp|O00154|BACH_HUMAN	1511.9813	1393.9287	1301.5598	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O00159|MYO1C_HUMAN	21.109333	1921.071	1246.1869	823.1506	858.4175	413.0911	4.1564455	717.2995	1197.1511	1005.6992	1042.5586	790.42126	1602.5769	877.30164	1022.0945	NaN	NaN	NaN	NaN	NaN	NaN	26.259739	811.40924	85.806175	2559.34	4741.6157	3336.2163	NaN	NaN	NaN	502.51135	700.0206	2038.9818	2381.0757	3399.3945	2854.2266	NaN	NaN	NaN	NaN	NaN	NaN
sp|O00170|AIP_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1592.9626	1460.8641	1186.9937	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O00204|ST2B1_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	329.23904	45.756226	3755.1206	NaN	NaN	NaN	NaN	NaN	NaN
sp|O00217|NDUS8_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	2166.7097	1008.3154	1343.9281	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O00231|PSD11_HUMAN	1461.3438	6635.1284	5614.093	5846.5215	6732.096	5944.781	1430.174	4029.9307	5577.4395	8037.7275	5116.5293	6499.0522	6004.4004	6995.733	8141.574	2598.1348	3380.7854	2226.359	2007.4165	3784.0981	2038.5802	3364.0303	2988.0142	3824.534	834.7795	4265.0303	4740.373	5387.541	6420.7295	7889.622	4049.063	4515.911	6718.2295	5600.771	6447.673	8732.059	2835.2808	2135.3708	3578.9587	3606.868	3095.492	2289.2358
sp|O00232|PSD12_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	501.91052	1087.9683	1609.6259	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2388.681	2167.0933	3769.9622	594.5723	1121.1987	1321.3544	NaN	NaN	NaN	1583.8394	594.1204	427.97473	NaN	NaN	NaN	NaN	NaN	NaN
sp|O00233|PSMD9_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	751.4778	3623.0745	2855.517	1439.6266	673.64026	643.6931	2219.9946	2005.9352	2269.2979	536.01135	371.84506	578.77057	2505.0332	2620.6006	1550.7261	NaN	NaN	NaN	259.87714	1258.9768	2238.4275	6.664617	1705.8262	1732.8098	1368.7102	1794.5085	2283.1733	373.42657	680.6521	653.36304	292.28122	160.97238	292.94574	2188.1582	1700.2644	1925.2246
sp|O00264|PGRC1_HUMAN	8210.259	17620.408	13280.032	11716.402	14954.005	17712.426	3943.5112	12213.628	6678.723	22281.047	16100.511	19103.963	7938.9736	6848.1953	6976.013	8988.583	10447.508	8173.176	9200.894	14286.488	8896.256	9139.698	3523.16	8417.158	10464.545	7323.37	7683.8403	8486.553	14599.2295	15213.816	4349.8784	3382.7627	4337.3047	4242.3726	3488.7354	1898.7515	7753.406	7078.455	11421.016	11828.399	12754.218	10807.574
sp|O00273|DFFA_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	820.57635	219.42374	639.4907	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O00299|CLIC1_HUMAN	14490.289	60031.02	47623.4	43802.746	50227.76	35289.555	30022.129	71161.84	79933.234	80358.95	46550.18	68694.625	27508.34	27853.607	27827.396	39643.117	49939.246	32370.857	35376.344	55532.11	37770.02	50631.86	47677.164	40197.133	31780.977	71038.32	70400.734	31880.613	52545.504	62823.34	42133.82	24988.227	27499.244	41160.785	51258.645	59624.22	37382.47	29538.455	39975.793	52090.336	44299.99	36408.305
sp|O00303|EIF3F_HUMAN	2536.9824	3988.1182	2931.292	7098.281	5954.927	635.90894	2159.798	7608.283	9005.465	9707.475	6220.119	6320.2827	7395.0044	7486.084	8074.8022	2291.953	2847.1633	1890.6674	NaN	NaN	NaN	2780.5647	2498.0225	1735.0198	2260.3574	2157.6902	2208.8062	2808.6592	5956.754	9986.433	6400.1963	6063.3965	6238.003	3187.7446	7210.3213	6977.25	NaN	NaN	NaN	2365.2607	1765.7446	1686.4329
sp|O00330|ODPX_HUMAN	NaN	NaN	NaN	503.25983	974.58563	2273.7952	23.840767	3689.3567	3413.9202	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1082.741	2136.543	1531.9915	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	83.09198	2306.4805	3212.762	NaN	NaN	NaN	1390.4753	1515.1665	1495.2513	2701.3616	2382.6663	2053.6035
sp|O00429|DNM1L_HUMAN	304.37198	778.0307	937.4679	696.11194	561.4926	981.9158	NaN	NaN	NaN	1690.2224	410.8308	1177.7197	853.6619	1211.3564	1463.0311	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	731.3678	654.6132	1389.6494	178.56413	234.22778	647.1546	NaN	NaN	NaN	NaN	NaN	NaN	810.5065	589.4977	503.87814
sp|O00469|PLOD2_HUMAN	1007.00433	16926.848	16950.61	23681.656	24448.957	16005.72	5724.471	12912.086	15163.607	30179.537	22288.082	29368.336	10977.659	10051.685	13015.863	5875.9644	9126.622	5416.995	NaN	NaN	NaN	824.38074	2493.1775	1292.3069	106.21884	11640.556	15678.856	5395.8228	20201.922	25079.924	6725.494	11137.517	17394.766	11955.169	15995.2	18716.973	391.4909	97.90172	853.78357	NaN	NaN	NaN
sp|O00487|PSDE_HUMAN	3563.3496	4949.897	4211.4834	4146.5415	3214.025	5696.9497	70.99382	5489.322	5528.6904	9185.817	6172.161	7093.445	5002.2446	5100.161	6515.918	NaN	NaN	NaN	2890.083	5156.5664	3254.4224	4849.256	4972.963	4027.1328	NaN	1416.1863	945.1184	3135.0771	8869.143	13196.16	3295.9463	3756.0847	6224.9316	NaN	NaN	NaN	NaN	NaN	NaN	4629.3203	4151.2617	4298.337
sp|O00499|BIN1_HUMAN	NaN	NaN	NaN	868.24817	637.20325	7842.459	NaN	NaN	NaN	NaN	NaN	NaN	1921.2822	1410.5603	2886.1282	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O00505|IMA4_HUMAN	662.6772	1367.8833	1275.4948	1579.6215	1206.0198	756.69165	NaN	NaN	NaN	2576.5566	1991.1427	2075.8577	1550.8689	1791.0518	2485.7913	NaN	NaN	NaN	NaN	NaN	NaN	840.6898	161.52972	549.1273	2064.5352	3813.7678	3218.338	1034.294	1677.715	1751.8103	1055.6112	958.5058	1874.6349	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O00515|LAD1_HUMAN	3195.5027	4330.5137	3794.2131	4041.012	5093.586	5216.5186	5412.433	9961.123	9639.569	5900.87	2242.1997	8232.404	2617.0156	2450.6387	2430.8022	1952.4636	2485.2822	2322.7664	NaN	NaN	NaN	2369.2134	1825.7341	2530.8652	97.90479	4836.5645	4359.053	784.1731	3873.4587	3064.3054	4545.5303	5280.1133	3801.1704	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O00560|SDCB1_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	501.30548	488.6676	790.58936	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O00567|NOP56_HUMAN	231.26003	3137.3044	2146.703	6393.254	3226.2847	2894.6545	6643.077	4034.68	9082.407	11856.964	7190.0703	9840.034	NaN	NaN	NaN	NaN	NaN	NaN	156.99011	4275.34	4283.093	NaN	NaN	NaN	5304.4375	417.2805	449.3668	NaN	NaN	NaN	NaN	NaN	NaN	185.40088	10597.351	3116.4827	NaN	NaN	NaN	NaN	NaN	NaN
sp|O00571|DDX3X_HUMAN	2156.4282	5579.593	5185.1616	2681.6772	2628.533	3326.6519	2038.1635	4679.277	7597.67	6008.4473	5430.6343	4959.6777	NaN	NaN	NaN	2042.8345	2351.933	1684.1096	2027.6833	1419.3134	1254.604	2606.0166	2522.4983	1996.6887	3611.279	7389.783	7544.0864	3332.282	6410.531	8105.814	4461.45	4511.741	6448.6733	NaN	NaN	NaN	3718.8452	3007.1328	4770.5527	3978.4985	3961.2292	3668.141
sp|O00571|DDX3X_HUMAN : sp|O15523|DDX3Y_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2408.0964	2501.7078	3179.7102	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	801.27234	4252.206	8031.748	NaN	NaN	NaN	NaN	NaN	NaN
sp|O00625|PIR_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2132.9082	258.17358	2957.0986	NaN	NaN	NaN
sp|O00743|PPP6_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	430.9791	138.35928	198.79402	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O00748|EST2_HUMAN	7623.845	16491.941	14148.63	12657.025	19395.248	21361.697	3242.1118	22672.078	27412.926	30839.463	27819.768	27669.39	23581.94	26774.666	28762.244	26914.336	32720.174	16810.613	25940.65	56580.062	30792.02	39350.094	26891.145	33488.594	13790.18	7969.4727	8667.945	6688.408	19462.777	25771.613	7795.672	10293.58	10989.726	17062.713	26377.209	21987.957	21598.045	22018.074	29059.57	29649.424	32583.355	26931.7
sp|O00754|MA2B1_HUMAN	NaN	NaN	NaN	82.064514	105.36098	185.50801	NaN	NaN	NaN	1926.9517	1308.0933	1481.8392	2698.9053	2917.6387	3266.1035	2689.3496	3103.4888	2124.2842	2788.8193	5450.76	4460.885	4284.621	2248.3882	2720.185	NaN	NaN	NaN	883.82776	1059.918	1029.9358	NaN	NaN	NaN	1354.7013	2553.463	2199.87	1440.2092	520.9809	2377.8718	1050.98	843.6173	784.34735
sp|O00757|F16P2_HUMAN	9378.582	1059.6876	1214.0122	10442.991	14522.324	12387.762	8551.484	13071.925	12008.75	NaN	NaN	NaN	NaN	NaN	NaN	15522.677	16750.424	11112.292	NaN	NaN	NaN	28114.934	16768.87	25930.15	6929.64	33.51262	82.06052	272.7727	12308.889	17385.223	NaN	NaN	NaN	15077.524	22393.48	15784.029	14561.002	14713.624	17625.033	NaN	NaN	NaN
sp|O00764|PDXK_HUMAN	NaN	NaN	NaN	2865.3018	2076.7227	12.099723	NaN	NaN	NaN	1352.779	1181.8363	1325.9609	3980.3281	3793.268	5499.1514	NaN	NaN	NaN	4764.9297	8713.418	5584.1523	3733.184	2372.3132	2324.2544	NaN	NaN	NaN	NaN	NaN	NaN	534.9012	315.7261	1125.0845	NaN	1080.8093	778.6907	NaN	NaN	NaN	NaN	NaN	NaN
sp|O00767|ACOD_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1246.828	1627.8918	1849.8912	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O14556|G3PT_HUMAN	182.53578	2061.3777	1080.8562	1490.7974	804.89606	1251.6288	757.3466	6.5525274	8.079149	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2425.1929	2097.188	1064.8068	612.7698	0.088129744	124.729546	61.89836	821.6884	1855.3705	888.0413	544.5478	852.182	1388.6985	2057.832	747.08936	696.8557	209.7117	1665.2894	NaN	NaN	NaN
sp|O14561|ACPM_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3531.9521	2499.112	3376.172	1826.7727	3272.1165	2768.0186	NaN	NaN	NaN	1316.1222	4379.0225	3033.739	1875.3801	1824.2545	2084.616	2112.3296	592.7484	3151.6658	NaN	NaN	NaN
sp|O14579|COPE_HUMAN	3400.6802	2948.631	2969.9788	NaN	NaN	NaN	2957.6943	2103.587	2136.989	5667.5156	1661.4231	3820.2615	NaN	NaN	NaN	NaN	NaN	NaN	1037.1727	2158.0283	1594.5131	1721.3303	1467.8533	1323.3533	1342.4615	1332.417	924.8269	1972.8507	3259.8306	3608.9773	1587.7007	1745.6934	2753.9368	2230.1404	2210.849	1553.5115	2426.8262	1773.131	2597.2173	NaN	NaN	NaN
sp|O14602|IF1AY_HUMAN : sp|P47813|IF1AX_HUMAN	2400.9868	1881.9764	1714.802	NaN	NaN	NaN	3429.5408	5179.3657	4926.629	NaN	NaN	NaN	NaN	NaN	NaN	2410.301	2038.4608	1891.7589	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1108.6001	3220.6997	3179.455	2761.8672	2662.7332	2884.8804	NaN	NaN	NaN	NaN	NaN	NaN
sp|O14618|CCS_HUMAN	NaN	NaN	NaN	341.7207	391.58643	125.63512	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	254.10345	428.32352	404.36102	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O14639|ABLM1_HUMAN	NaN	NaN	NaN	5676.393	5012.1353	824.7929	592.0353	522.4852	730.85614	NaN	NaN	NaN	1664.3497	2135.1235	2691.8662	2754.462	2661.1592	2237.093	NaN	NaN	NaN	3704.8293	4043.8247	3213.2686	NaN	NaN	NaN	664.12317	1664.8025	2245.899	NaN	NaN	NaN	1377.333	855.1688	1218.7677	590.9463	676.1924	570.5649	2107.7002	1983.3337	1831.8721
sp|O14727|APAF_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16814.418	15577.334	14281.43	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O14737|PDCD5_HUMAN	NaN	NaN	NaN	611.6272	637.3153	317.88913	191.84966	306.91766	532.55084	NaN	NaN	NaN	3688.9563	4604.19	5231.1987	555.1708	561.34973	171.06953	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	641.042	302.79327	380.35516	1018.80457	1277.3864	231.18465	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O14744|ANM5_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	363.02466	597.65564	608.7407	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O14745|NHRF1_HUMAN	35074.797	44613.484	40574.652	32355.727	33152.11	32603.146	18432.734	24534.273	29841.441	56416.535	35753.523	47018.21	23606.027	16144.088	20913.059	9822.81	15150.176	6654.8135	3571.9624	7038.092	4561.4893	14510.787	12810.568	12337.191	7229.064	6698.2515	8957.164	5382.1504	20957.766	29400.07	18153.414	20721.715	22035.422	4026.3271	19034.555	17996.871	13414.693	14683.851	14385.121	7730.29	6990.0083	4810.033
sp|O14756|H17B6_HUMAN	403.56067	10940.655	5966.59	3263.7695	5929.8423	8994.277	4331.587	3773.239	3498.533	2787.7883	6365.59	1924.9308	NaN	NaN	NaN	2226.9512	1977.9248	1449.8667	NaN	NaN	NaN	NaN	NaN	NaN	3045.3472	1678.9167	2683.6443	NaN	NaN	NaN	1074.19	1242.6494	4856.3467	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O14773|TPP1_HUMAN	6390.1846	13192.566	13153.459	12972.82	13452.78	8642.038	NaN	NaN	NaN	17513.018	11150.713	14249.898	12722.3545	13819.766	18227.494	13083.847	16729.729	7668.806	7932.625	23052.148	19509.742	16998.08	18265.723	15130.777	2753.0747	2544.99	2432.7805	NaN	NaN	NaN	NaN	NaN	NaN	16210.41	19907.84	12526.013	1656.621	3390.2559	7554.0884	NaN	NaN	NaN
sp|O14818|PSA7_HUMAN	3017.97	10914.561	13121.592	12168.934	11168.341	66.24313	15.921599	7595.1797	9293.793	15571.462	11097.931	16339.136	5816.8345	6000.97	6493.8154	10638.358	13910.805	11907.656	11755.281	26079.578	18410.56	23275.092	19289.555	20469.27	1668.622	7421.812	9435.975	7206.537	10706.089	15393.624	2697.037	5854.5537	4817.995	13493.342	6251.3003	8195.902	7469.0957	3799.9749	8006.423	10637.126	5512.1543	5900.724
sp|O14841|OPLA_HUMAN	NaN	NaN	NaN	178.74342	256.52295	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	515.61804	623.81104	357.8546	542.85114	3007.755	921.42725	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1587.1233	1717.719	1402.7635
