Row Names	20180205_04_S171849_1186	20180205_23_S171850_1187	20180205_25_S171851_1188	20180205_07_S171854_1191	20180205_08_S171853_1190	20180205_32_S171852_1189	20180205_03_S171856_1193	20180205_39_S171857_1194	20180205_49_S171855_1192	20180205_43_S171859_1196	20180205_45_S171858_1195	20180205_53_S171860_1197	20180205_28_S171862_1199	20180205_29_S171861_1198	20180205_37_S171863_1200	20180205_09_S171864_1201	20180205_13_S171865_1202	20180205_15_S171866_1203	20180205_16_S171868_1205	20180205_55_S171869_1206	20180205_57_S171867_1204	20180205_41_S171872_1209	20180205_48_S171870_1207	20180205_56_S171871_1208	20180205_12_S171875_1212	20180205_20_S171873_1210	20180205_35_S171874_1211	20180205_05_S171878_1215	20180205_27_S171876_1213	20180205_47_S171877_1214	20180205_17_S171881_1218	20180205_24_S171880_1217	20180205_36_S171879_1216	20180205_11_S171884_1221	20180205_21_S171883_1220	20180205_52_S171882_1219	20180205_19_S171885_1222	20180205_40_S171887_1224	20180205_44_S171886_1223	20180205_31_S171889_1226	20180205_33_S171888_1225	20180205_51_S171890_1227
sp|P55210|CASP7_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16764.67	29.928698	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P55263|ADK_HUMAN	3215.6902	2975.872	2407.377	2072.2751	2063.2515	2192.5432	1787.1432	814.49634	1048.794	5101.0303	2842.8306	4315.381	2734.4595	2634.5046	3206.8418	NaN	NaN	NaN	NaN	NaN	NaN	2693.1143	3135.501	2789.5234	NaN	NaN	NaN	2160.1697	2882.1829	5004.6147	1835.7001	1688.7849	2858.791	1787.1061	2473.69	2317.0415	NaN	NaN	NaN	NaN	NaN	NaN
sp|P55265|DSRAD_HUMAN	NaN	NaN	NaN	467.8782	570.46246	142.48598	NaN	NaN	NaN	846.31995	524.1113	423.20868	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	240.56392	335.51382	504.55203	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P55327|TPD52_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	125.31057	2399.7505	1930.0945	NaN	NaN	NaN	1748.7876	2234.2627	2037.6318	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P55735|SEC13_HUMAN	4580.6416	9689.054	10016.099	4718.205	5207.5884	4664.396	1704.859	10142.675	12947.1455	13121.484	10645.578	15855.934	9901.4	12168.355	13022.986	2040.6527	2472.1914	1644.5435	9052.281	16179.696	9527.541	7102.961	6053.499	5345.065	8131.9424	8841.207	9858.931	1590.4155	4993.3486	5281.245	9038.743	10127.928	10665.26	4138.763	3702.1675	3487.5378	10249.096	8972.988	11615.61	13584.113	9968.815	9513.834
sp|P55769|NH2L1_HUMAN	312.60663	237.78854	203.6686	331.69315	284.6905	4788.2637	275.35577	5672.643	3410.861	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2875.0173	4688.226	3664.776	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4470.005	3318.423	2614.3506
sp|P55786|PSA_HUMAN	1666.0981	2649.913	1868.8339	3741.2498	4506.7544	2608.2554	2464.7905	3775.7817	5481.0967	7696.8115	6078.0303	5918.124	3476.7566	3484.533	4611.3154	4017.0352	4350.6514	2256.903	1655.6544	4910.825	2123.9849	2978.1978	2864.0781	2823.5374	1123.6449	4098.9756	5129.7256	1443.0264	3024.6628	3727.5825	3040.1028	3867.1821	5759.3735	2008.738	4339.206	9406.246	3178.9482	2254.4568	3557.4028	4194.4487	4039.962	3662.5579
sp|P55795|HNRH2_HUMAN	1907.237	2096.1782	2094.6987	NaN	NaN	NaN	NaN	NaN	NaN	1875.8723	2005.5101	1863.3026	NaN	NaN	NaN	1026.7872	1041.1097	758.9548	NaN	NaN	NaN	1291.1646	1024.0177	1054.6508	NaN	NaN	NaN	998.028	1730.013	1601.4827	2112.5122	1780.685	1679.4167	NaN	NaN	NaN	753.97485	331.3187	1281.057	19191.268	13865.828	9461.119
sp|P55884|EIF3B_HUMAN	1342.974	6225.7144	4566.1016	5665.7783	5017.332	7193.7603	1246.8981	3901.9062	4634.085	5723.3574	4435.8135	4901.0166	5667.617	5545.9893	5713.7305	3022.0496	4226.865	2670.295	3559.5254	5048.826	3321.8804	3338.4292	2341.335	2657.768	4847.9434	7211.538	7816.12	3511.4126	4777.997	6815.2617	7481.6636	6236.032	6888.7324	3233.0115	5516.6187	6502.3413	4160.6455	4449.353	5701.328	4124.4746	3861.4753	3486.5938
sp|P56134|ATPK_HUMAN	6413.1475	8495.113	9756.634	NaN	NaN	NaN	5631.4385	7842.2915	9393.297	10454.309	12116.902	10121.993	6954.616	7427.8213	8166.7837	6066.294	5679.317	3627.289	NaN	NaN	NaN	6948.5186	4003.2104	5469.427	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6513.503	9818.264	7819.913	5119.8755	4593.218	8605.301	3969.905	5705.9585	4501.798
sp|P56192|SYMC_HUMAN	1399.4392	1537.0012	1782.6688	1810.6486	2568.7158	145.24854	240.38977	1212.827	1338.7319	2621.4211	275.20972	2195.0598	1710.2017	1330.3132	2132.5962	1222.967	1231.4755	1044.9492	NaN	NaN	NaN	NaN	NaN	NaN	373.74274	2094.759	1860.0166	276.34705	498.2428	493.55133	1772.4712	747.9406	1582.6392	508.12445	1490.1155	1436.3016	717.00824	218.17207	1064.2543	NaN	NaN	NaN
sp|P56381|ATP5E_HUMAN : sp|Q5VTU8|AT5EL_HUMAN	7.1524525	2862.3628	2870.8376	NaN	NaN	NaN	NaN	NaN	NaN	3320.236	1775.5399	3300.198	4151.838	2555.6074	2663.705	1675.8608	1912.5618	995.56195	1882.7118	2136.5952	1577.1993	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2891.3396	2818.996	2074.2246
sp|P56385|ATP5I_HUMAN	429.65363	11695.091	10538.755	809.80597	811.85516	14844.707	717.3684	13467.705	12111.879	15989.441	10181.36	14003.338	13144.961	11107.31	12843.657	NaN	NaN	NaN	654.6908	14857.562	11581.875	12675.278	12173.55	12570.381	NaN	NaN	NaN	NaN	1718.6755	1505.4756	7880.882	9666.745	10038.831	10.199415	12095.489	12428.794	NaN	NaN	NaN	NaN	NaN	NaN
sp|P56470|LEG4_HUMAN	136.61633	14829.643	10802.183	16919.717	19994.674	10134.616	0.3935424	10667.937	14491.746	40219.117	26798.531	34811.258	49472.086	38483.67	44798.31	31103.145	33323.418	23901.42	22063.062	48193.727	30914.418	38667.824	41690.15	46218.82	3151.2815	19373.611	17796.633	6461.831	14417.453	16425.316	12460.197	16231.146	23187.258	22016.008	37699.766	33196.043	24440.033	23212.125	29758.828	40161.008	32128.645	32149.766
sp|P56537|IF6_HUMAN	8357.159	14963.404	13349.832	15772.08	12715.999	18686.68	5487.268	16552.59	15946.541	NaN	NaN	NaN	NaN	NaN	NaN	2096.5698	3575.4258	1210.3134	3672.398	10728.307	6733.3926	NaN	NaN	NaN	NaN	NaN	NaN	6944.4854	10421.487	11239.117	9833.219	11723.6	13069.978	8708.008	14153.506	13149.08	2371.0073	1726.3906	812.3383	16601.58	10197.563	8138.451
sp|P56556|NDUA6_HUMAN	442.53174	596.8133	480.22278	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P57088|TMM33_HUMAN	NaN	NaN	NaN	1434.6057	1564.1567	2509.2634	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1245.1494	1659.5886	1519.444	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	891.6821	3977.633	4427.618	1239.0088	699.22296	2142.7012	NaN	NaN	NaN
sp|P57105|SYJ2B_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	727.6035	716.8618	870.5403	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P58107|EPIPL_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34.3899	NaN	1537.5886	NaN	NaN	NaN	297.11023	91.983826	554.0547	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	922.8718	1699.4536	42621.74	NaN	NaN	NaN	NaN	NaN	NaN
sp|P59998|ARPC4_HUMAN	1973.304	9669.454	8989.543	9934.002	10572.682	10253.751	7440.8633	10687.559	10906.297	15352.525	11222.693	14751.338	14849.699	16359.78	17098.816	8550.787	12886.367	6378.624	5875.417	11504.803	7180.9272	10864.928	4642.814	8405.622	6168.2695	9793.042	9615.051	7179.196	10175.274	6179.883	10819.81	12262.436	14447.098	12582.887	15716.627	22658.322	NaN	NaN	NaN	8342.126	7833.035	9159.347
sp|P60174|TPIS_HUMAN	191139.8	232228.16	220001.69	131766.83	126988.0	234206.31	85678.53	355685.3	393598.78	411581.06	273532.62	463677.1	254048.03	252490.28	399641.9	164402.12	161771.62	117700.445	163174.11	379278.25	240571.78	278852.78	349102.22	299154.7	77425.445	108544.36	157080.36	122536.49	179923.88	372905.6	127045.41	185427.72	197762.4	127948.36	256402.84	331889.25	114541.29	167110.72	136091.45	285457.7	282639.25	248529.6
sp|P60228|EIF3E_HUMAN	NaN	NaN	NaN	3267.201	5363.041	2479.832	1958.81	2353.1292	2155.6072	NaN	NaN	NaN	4650.6543	2373.2942	3875.483	1996.6238	2108.7595	1899.805	NaN	NaN	NaN	NaN	NaN	NaN	1692.9369	718.71924	643.2281	1368.3386	283.63058	29.726555	311.06967	2108.2202	3821.6338	NaN	NaN	NaN	1400.1573	1347.7196	1852.1034	NaN	NaN	NaN
sp|P60468|SC61B_HUMAN	1728.6975	9199.253	5710.4272	4683.8857	7037.645	3356.8423	5229.1313	6740.0884	7069.199	10476.329	10435.647	9346.533	10839.0205	6358.244	10128.57	5347.9336	5693.885	4896.3613	3913.378	2613.924	1706.5968	1768.0786	1386.7925	1578.7954	4559.632	5091.994	6201.661	1860.303	6408.8696	4480.7007	3396.8262	2180.352	3587.106	2619.6172	2086.1453	2369.15	3436.606	3578.7056	5068.946	4712.035	4900.7676	2896.4656
sp|P60660|MYL6_HUMAN	28865.543	68640.12	75199.55	45532.797	53940.066	60718.37	7730.7505	42327.39	42953.3	43199.297	22260.848	47156.04	82549.09	72011.836	74426.56	54377.086	58744.43	39472.594	14376.014	41737.61	33845.164	30790.508	27869.266	26417.89	2722.0276	21239.148	19940.746	25143.62	64645.535	75426.266	42625.44	78524.945	58957.383	41018.984	64780.227	66894.34	46470.133	37524.08	43388.207	88490.586	68838.05	58576.72
sp|P60709|ACTB_HUMAN : sp|P63261|ACTG_HUMAN	905279.94	1841677.4	1687064.6	1073393.1	1269323.8	1681317.5	77406.14	1331800.0	1522849.6	222278.34	134405.17	151541.53	1156519.9	978011.4	1075216.2	1458232.4	1502385.6	1062528.8	447530.03	772547.5	535249.6	1421015.6	1860439.4	1095451.2	190100.9	289746.6	337255.56	978052.4	1588307.4	2486333.0	211294.6	214524.45	402041.12	1127854.8	1805337.6	2193037.0	115430.19	150174.53	177174.72	764533.6	613054.5	502922.6
sp|P60763|RAC3_HUMAN : sp|P63000|RAC1_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2875.3594	2329.306	2519.258	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P60842|IF4A1_HUMAN	9413.064	30930.287	31094.729	20415.688	21007.03	24751.258	12349.93	27908.936	39492.58	14336.2705	10035.066	13168.663	12158.97	10170.935	10613.686	10050.811	15738.915	8617.094	5604.8613	9922.311	6207.7217	6544.4785	7104.84	5051.5996	2315.7	3208.7646	5698.1157	16240.577	31854.67	27812.225	12759.45	13478.586	24595.508	1757.1902	24619.48	28954.816	6590.3145	3368.561	16781.225	14433.552	8779.019	7045.885
sp|P60866|RS20_HUMAN	6720.7783	9679.676	9142.422	7698.8706	6262.509	8758.992	7808.9775	11615.489	11737.658	16312.461	12268.195	16505.62	16719.328	10003.774	15393.691	2883.2769	3430.1265	2422.5828	3028.0742	6672.907	6134.6904	4440.4473	3202.253	2416.6926	2941.7651	8843.584	5908.615	2261.8354	7071.825	7891.786	6284.0137	4892.1455	7950.1074	5544.0884	11860.594	9441.418	893.96313	971.508	325.10617	2816.2646	2172.5425	1551.3682
sp|P60891|PRPS1_HUMAN	1167.4465	1200.8922	1031.6147	2198.782	1719.2869	1659.6862	401.15994	2253.5425	2374.7097	4024.5037	2794.1587	2965.5342	NaN	NaN	NaN	1902.1187	2315.7021	1159.3971	NaN	NaN	NaN	2823.6042	2535.8452	2200.6624	840.1013	2239.7617	1809.7789	928.9461	960.84357	1058.5718	NaN	NaN	NaN	NaN	NaN	NaN	950.78955	415.65918	388.09357	2409.81	2436.499	1717.6238
sp|P60900|PSA6_HUMAN	18295.15	23127.447	19260.3	21579.629	20098.299	17766.32	17477.594	23095.943	24939.062	33183.508	20606.922	28220.957	20939.652	20903.639	25823.969	20087.912	23130.363	15903.839	21399.531	36063.88	23255.582	28430.39	27141.812	22417.732	15014.503	24145.836	24977.123	15154.126	22194.95	28729.234	17862.46	26639.475	28173.035	5953.3506	12102.061	15043.557	20285.496	7846.392	20486.293	29616.918	21863.984	17657.314
sp|P60903|S10AA_HUMAN	NaN	NaN	NaN	52777.03	54263.19	60684.188	NaN	NaN	NaN	44169.438	23278.686	41985.05	NaN	NaN	NaN	15130.969	14362.746	7905.523	39404.4	95628.47	65283.258	16237.254	49468.383	14751.9375	NaN	NaN	NaN	54937.61	50593.953	24033.014	2685.3767	14118.101	18567.121	NaN	NaN	NaN	9170.487	15116.623	14419.771	21291.36	16060.846	11729.985
sp|P60953|CDC42_HUMAN	3624.6982	5469.467	4416.833	NaN	NaN	NaN	3102.9912	5438.155	7769.6	NaN	NaN	NaN	3984.4	2057.2173	2883.101	2907.859	4015.3125	2401.9492	1249.3438	2008.9525	1024.4326	2571.5947	1669.9783	2003.9729	2870.3545	3425.946	4212.0205	1054.7518	2320.3945	74.21866	NaN	NaN	NaN	5807.8735	10748.619	13312.745	1460.2379	4376.697	1495.5758	NaN	NaN	NaN
sp|P60981|DEST_HUMAN	12363.289	12898.513	14446.332	14670.619	12734.253	2569.8162	1626.268	19186.49	13792.197	19715.453	11905.67	16851.617	14311.612	15177.459	13755.063	9560.627	13375.043	9945.315	9872.146	16097.477	12037.346	11188.627	12531.394	11053.785	10202.455	2669.4595	2183.6628	11364.678	14679.009	17292.18	11419.6	12519.52	16902.594	12373.467	13527.917	13700.891	1382.0884	492.6499	2330.362	17383.328	10918.807	8333.81
sp|P60983|GMFB_HUMAN	2483.8376	6986.7754	6939.114	4548.012	3758.8013	6362.785	1661.3376	8182.4077	4992.206	5931.899	3216.6143	5282.267	7346.9497	4870.1123	5644.66	3631.8232	4858.1875	3067.4353	5987.619	12390.596	7376.8887	9589.347	7812.514	7332.0576	1085.5277	5432.5015	5751.206	319.25198	5405.7075	6462.2344	5045.5366	5789.6865	7488.6357	2090.2754	5145.054	4909.9683	3064.9006	4136.7603	2901.4072	9827.161	8481.936	7697.576
sp|P61006|RAB8A_HUMAN	1576.1256	1739.5422	1109.0105	3870.1655	3034.5215	1043.4424	NaN	NaN	NaN	2228.497	1740.165	1617.9695	1142.3289	687.60156	1033.282	629.10425	625.19904	667.30756	449.6481	492.76886	72.77359	NaN	NaN	NaN	435.5516	390.90564	387.82086	NaN	1078.4363	939.6196	770.62317	509.26364	2426.6301	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P61009|SPCS3_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	637.1595	3092.2998	2545.989	NaN	NaN	NaN	1649.3561	2642.373	2730.9014	NaN	NaN	NaN	NaN	NaN	NaN
sp|P61011|SRP54_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	326.6894	999.55255	405.47296	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	816.0402	659.89734	718.19604	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P61019|RAB2A_HUMAN	1042.3364	6793.4346	5602.104	3945.7463	5384.1807	1288.9554	21.777515	3937.2124	5422.4062	NaN	NaN	NaN	NaN	NaN	NaN	2935.829	3099.9363	2094.1853	NaN	NaN	NaN	NaN	NaN	NaN	746.8772	3328.8193	4900.8066	NaN	NaN	NaN	NaN	NaN	NaN	617.9401	804.87317	1853.1852	NaN	NaN	NaN	NaN	NaN	NaN
sp|P61019|RAB2A_HUMAN : sp|Q8WUD1|RAB2B_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1834.071	772.6328	711.5362	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P61020|RAB5B_HUMAN	198.29117	230.83965	312.21344	379.40143	264.382	512.59033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.509365	142.18484	76.15563	NaN	NaN	NaN	590.5801	683.314	1008.8504	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P61026|RAB10_HUMAN	3038.8113	7361.2812	4748.6816	5922.3696	4207.5723	5540.239	3402.9124	6236.0894	7341.6875	4871.679	7657.122	6697.04	6144.17	4274.72	7290.5967	1986.6893	2023.7817	3433.5876	677.699	1687.8447	1330.541	2044.0029	1354.0414	1364.2164	NaN	NaN	NaN	2874.3872	3606.959	3934.5354	3819.147	3587.7073	7310.8965	3178.045	6487.055	10083.989	2228.03	1367.1624	3539.4731	2196.398	2584.1006	2004.1382
sp|P61081|UBC12_HUMAN	NaN	NaN	NaN	8415.289	8591.477	8511.298	NaN	NaN	NaN	2115.4783	1265.594	1461.5549	NaN	NaN	NaN	NaN	NaN	NaN	28.11168	1062.6747	694.81244	NaN	NaN	NaN	NaN	NaN	NaN	1.2937295	1784.5024	2765.0293	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P61086|UBE2K_HUMAN	953.53613	1207.2928	959.44824	1591.342	1206.3431	3.7315578	372.52887	1000.04333	1101.9664	NaN	NaN	NaN	1988.2161	2119.4539	1939.0657	NaN	NaN	NaN	552.3641	2333.5105	1646.1512	NaN	NaN	NaN	NaN	NaN	NaN	710.9604	2309.81	2645.7898	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P61088|UBE2N_HUMAN	4.42903	257.87244	166.947	3196.6868	3893.4846	15110.497	2790.9424	3621.995	4161.932	11509.164	6377.66	9976.59	3510.747	3732.687	4878.4326	NaN	NaN	NaN	3031.6196	1564.8071	741.69495	NaN	NaN	NaN	3407.106	5462.824	5251.0063	5654.2524	7767.5166	10168.666	3170.423	4300.958	6059.5996	6443.79	6760.932	6719.2227	2427.3218	2850.913	3275.256	6341.4546	2906.5474	2675.6174
sp|P61088|UBE2N_HUMAN : sp|Q5JXB2|UE2NL_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4421.0293	5736.5674	4020.0706	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P61106|RAB14_HUMAN	209.13815	2341.253	1808.1173	2716.3423	2702.5466	2640.4846	2423.274	2223.526	1810.5675	2943.231	2274.3738	2843.8926	2987.325	2579.5547	3287.0454	NaN	NaN	NaN	NaN	NaN	NaN	1194.4343	1087.3059	1017.4541	1985.3839	2976.7637	4303.9326	1845.0417	4419.068	5329.5703	3822.7004	3475.088	6881.4355	127.952835	6996.5186	10654.428	182.16573	177.04492	87.87927	NaN	NaN	NaN
sp|P61158|ARP3_HUMAN	3144.0425	7795.268	6225.216	5731.805	5843.0303	2051.9163	3196.674	7207.4883	7567.327	9648.773	5576.129	8091.0864	9497.266	5971.729	6508.707	6075.6504	6696.0137	5225.3867	4213.291	9100.985	3675.2832	5431.5156	5682.5303	4514.8145	3572.4102	3150.6042	2754.8027	3569.68	4695.207	7718.4805	3509.791	5377.591	6256.7217	2321.059	5382.4077	12833.508	3412.5476	3899.4365	5366.466	6636.6265	5180.0664	4874.7607
sp|P61160|ARP2_HUMAN	4455.7974	8952.557	7277.5713	6775.9395	7683.5596	4831.0557	4360.9854	5042.051	5164.5586	12432.881	8000.2373	9124.392	3156.143	3187.7493	2779.5486	5365.1006	5649.874	3901.8257	1765.2817	6789.074	2823.087	1609.987	1684.3944	1270.6398	3912.44	7828.502	7401.045	2758.555	2387.2798	3287.33	1674.2094	3615.457	5709.806	5812.3145	6217.5894	11122.485	1806.1366	3559.7405	3556.5493	NaN	NaN	NaN
sp|P61163|ACTZ_HUMAN	286.9842	31168.105	50099.094	18240.602	14269.709	33280.004	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19876.66	26968.05	16248.413	NaN	NaN	NaN	33876.74	26396.742	32774.207	13954.876	27489.564	36282.16	10292.605	27928.322	31436.809	28808.383	30932.672	40697.05	5619.1978	40423.695	48217.992	19272.707	19734.207	27860.266	NaN	NaN	NaN
sp|P61204|ARF3_HUMAN : sp|P84077|ARF1_HUMAN	3428.2178	2999.591	2597.8464	6329.626	7076.3315	7132.5415	5769.044	9459.063	9704.371	13905.752	8900.373	9962.258	13434.364	7883.8604	11272.74	5048.573	5668.5127	6109.006	3463.5469	7408.242	4035.4475	1610.4742	672.917	2442.072	1721.7504	9836.126	8697.877	2487.639	8363.207	11455.647	6141.674	7910.4365	13595.978	5494.588	473.4842	625.5536	1042.0137	2875.9297	1707.4749	NaN	NaN	NaN
sp|P61221|ABCE1_HUMAN	939.36566	282.46	487.14307	1376.907	1315.7773	645.8966	1520.8317	134.42592	493.829	NaN	NaN	NaN	573.6201	806.8532	1745.529	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	113.91037	1311.3295	1550.7053	87.45955	135.04663	169.80878	1781.362	1587.603	833.99506	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P61224|RAP1B_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9849.714	8421.724	9514.63	NaN	NaN	NaN	3390.8616	4249.8687	3100.3184	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.084885	5500.9873	6081.609	NaN	NaN	NaN	4385.922	7457.0254	8272.822	NaN	NaN	NaN	NaN	NaN	NaN
sp|P61224|RAP1B_HUMAN : sp|P62834|RAP1A_HUMAN	3278.9077	6480.4155	5551.6055	4862.825	3502.8186	6399.877	1000.18536	5634.4956	6486.4414	NaN	NaN	NaN	6575.9185	10474.798	14190.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1444.7612	7876.1978	8229.628	NaN	NaN	NaN	3734.9458	6016.014	6878.575	NaN	NaN	NaN	NaN	NaN	NaN	7856.2188	5270.874	3522.2664
sp|P61247|RS3A_HUMAN	17259.998	25777.508	19774.25	18397.26	20320.354	22092.707	18533.28	29357.305	28689.61	39232.383	25507.408	27336.096	28888.22	24457.498	30886.77	12390.006	15069.401	12530.337	7972.9893	13406.773	7438.2607	14237.348	9845.8125	10199.178	13611.277	24037.627	31044.877	16101.419	32622.215	44124.332	17879.594	19537.145	27905.46	9851.522	27351.715	25135.469	13276.773	11058.985	20358.506	36127.195	24665.36	17465.834
sp|P61254|RL26_HUMAN	1695.1824	11319.522	7792.4814	5890.8076	6609.4824	6680.657	411.74646	12301.193	13880.568	9835.012	8313.252	7494.2266	7245.759	6955.033	8683.241	3349.647	3790.835	4404.661	1927.8107	6486.044	4857.1777	5515.714	5225.916	5527.283	423.41495	10564.698	12479.816	1887.3264	12048.406	12489.454	6515.775	7719.8374	12530.803	5952.1426	7377.6875	5831.366	2889.1577	518.5606	5856.933	11374.304	7972.198	5461.553
sp|P61289|PSME3_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	1294.5413	1748.9978	2893.9326	1596.6019	1089.0302	1292.5828	299.9421	282.67697	454.0089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1009.4228	1051.95	1478.7686	747.1301	657.0348	1077.9637	1138.9828	1402.195	1367.6265	NaN	NaN	NaN	NaN	NaN	NaN
sp|P61313|RL15_HUMAN	9673.001	17981.465	12499.148	10413.958	10236.125	16820.006	6784.115	20711.22	23116.066	17950.969	15933.576	11470.176	13723.627	9757.047	12804.678	7168.0938	5690.3184	6842.293	5125.9136	9258.702	3830.123	5997.945	5268.67	6700.7676	7699.9424	13656.241	16091.9375	5079.7085	13548.669	17155.203	8178.81	11661.22	22078.809	7687.161	13894.404	16737.646	8724.579	6295.162	13957.218	12496.571	10060.403	7513.422
sp|P61353|RL27_HUMAN	11194.022	16297.555	13086.536	12599.289	11870.064	21407.654	10025.307	15694.705	20339.736	21555.582	15350.436	15766.77	12036.056	13189.9	15864.064	6713.901	7670.2256	8297.163	6797.201	9754.319	5584.7134	9462.352	7219.104	6749.189	9055.813	15787.727	12296.991	10819.008	15243.582	23893.441	10950.469	13802.76	18307.375	382.01822	15593.298	12700.104	7871.245	2685.206	11266.323	19964.27	11428.851	10708.795
sp|P61421|VA0D1_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2074.2556	1763.5127	NaN	NaN	NaN	NaN	2005.975	2541.89	NaN	NaN	NaN	NaN	NaN	NaN
