Row Names	20180205_04_S171849_1186	20180205_23_S171850_1187	20180205_25_S171851_1188	20180205_07_S171854_1191	20180205_08_S171853_1190	20180205_32_S171852_1189	20180205_03_S171856_1193	20180205_39_S171857_1194	20180205_49_S171855_1192	20180205_43_S171859_1196	20180205_45_S171858_1195	20180205_53_S171860_1197	20180205_28_S171862_1199	20180205_29_S171861_1198	20180205_37_S171863_1200	20180205_09_S171864_1201	20180205_13_S171865_1202	20180205_15_S171866_1203	20180205_16_S171868_1205	20180205_55_S171869_1206	20180205_57_S171867_1204	20180205_41_S171872_1209	20180205_48_S171870_1207	20180205_56_S171871_1208	20180205_12_S171875_1212	20180205_20_S171873_1210	20180205_35_S171874_1211	20180205_05_S171878_1215	20180205_27_S171876_1213	20180205_47_S171877_1214	20180205_17_S171881_1218	20180205_24_S171880_1217	20180205_36_S171879_1216	20180205_11_S171884_1221	20180205_21_S171883_1220	20180205_52_S171882_1219	20180205_19_S171885_1222	20180205_40_S171887_1224	20180205_44_S171886_1223	20180205_31_S171889_1226	20180205_33_S171888_1225	20180205_51_S171890_1227
sp|P06748|NPM_HUMAN	15.025869	15.6031275	15.5471	15.054026	15.009803	15.329232	15.045004	16.268404	16.299725	16.374006	15.525094	16.103312	15.853966	15.365367	15.542409	14.247902	14.394217	14.058417	14.467223	14.730382	14.235583	15.224058	14.865829	14.775279	13.981475	15.7734165	15.748451	14.674548	15.896288	15.980975	14.49882	15.085438	15.573064	14.7439	15.224026	14.652287	14.674287	14.9000435	14.820133	15.095487	14.443221	14.061258
sp|P06753|TPM3_HUMAN	13.585365	14.585431	14.409221	14.340757	14.2321415	13.47922	10.521906	14.372642	14.461269	14.702377	14.3958435	15.154276	14.435935	13.845421	14.392313	14.010042	14.131014	13.189614	13.996856	14.837292	14.292266	14.367715	14.531652	14.087325	13.664343	14.276905	13.653708	12.1128435	13.965088	14.902247	13.431622	14.112217	14.275665	14.070671	14.096814	13.783321	13.26076	13.467049	13.654664	14.344533	13.952308	13.646635
sp|P06756|ITAV_HUMAN	8.477534	11.495535	11.138555	10.525511	10.730967	10.167007	10.304856	12.00615	12.217101	NaN	NaN	NaN	10.197063	10.101283	10.4088745	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.172518	11.228537	11.117034	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P06865|HEXA_HUMAN	NaN	NaN	NaN	11.605647	11.284669	10.708738	NaN	NaN	NaN	11.55657	11.36254	11.181336	11.697284	11.894595	12.430386	12.424893	12.441289	11.610391	11.942987	13.233998	12.595647	12.753385	12.432096	12.333842	NaN	NaN	NaN	10.939518	11.425303	11.843077	NaN	NaN	NaN	10.952083	11.63141	11.012207	12.340467	11.140558	11.978441	12.690578	12.344021	12.538367
sp|P06899|H2B1J_HUMAN : sp|P23527|H2B1O_HUMAN : sp|P33778|H2B1B_HUMAN : sp|Q16778|H2B2E_HUMAN : sp|Q8N257|H2B3B_HUMAN	11.140635	13.019366	13.338719	13.022035	12.595653	12.549489	12.47397	12.649688	12.689683	13.796215	12.928655	13.704679	13.034229	12.971295	12.964444	12.514889	12.498561	11.454463	11.898736	13.2538595	12.321016	12.508572	12.325007	12.4098425	11.57658	12.724353	12.645176	12.356955	12.61519	12.786941	12.475582	12.58084	13.051277	NaN	9.740851	11.551598	11.946383	8.117788	7.7016997	13.338104	12.977993	12.918564
sp|P07099|HYEP_HUMAN	13.924949	15.662606	15.114104	14.359164	14.895372	13.187801	15.20101	15.559274	15.565086	15.24962	15.009374	14.679803	15.468049	14.93917	15.486922	14.785662	14.68821	14.360159	13.281128	14.447064	13.678479	14.605639	14.464108	14.359841	14.720537	14.745941	15.300078	14.081968	15.150786	14.929639	13.38014	14.263551	15.457067	14.063196	15.788103	15.375373	15.079991	14.066119	15.302752	15.327517	15.497265	14.674528
sp|P07108|ACBP_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.470876	13.402642	13.902513	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P07148|FABPL_HUMAN	18.547182	18.211487	18.557589	17.90922	18.076315	16.760778	16.95592	17.478535	17.625673	18.450994	17.971869	18.91184	18.381168	18.197159	18.347275	18.447342	18.538527	18.079647	18.103006	19.009508	18.646532	19.001009	18.862438	18.919983	16.913433	18.208492	18.113592	16.10246	17.232378	17.37633	16.758741	17.134388	17.154243	17.604288	18.22411	17.91	17.00158	17.225779	17.412569	18.570711	18.296299	18.068886
sp|P07195|LDHB_HUMAN	11.387292	12.796498	12.59306	12.152468	12.379835	13.107526	10.682223	12.868309	12.7435665	12.843867	12.433533	12.556951	12.892649	12.624306	12.725115	12.246007	12.309491	11.586317	12.258698	13.420713	12.391671	12.317727	12.371781	12.101519	10.5178585	12.415049	12.452389	9.895807	13.072742	13.330518	11.055407	12.005041	12.423254	11.518508	12.536249	12.405677	11.308876	11.725254	11.440657	12.294879	11.850211	12.118222
sp|P07203|GPX1_HUMAN	14.735921	15.042966	14.782332	14.855489	14.586238	15.078702	13.122604	14.495234	14.051136	14.840449	13.980783	14.505387	14.1988125	14.108242	14.199856	14.884983	14.95651	14.746463	13.911838	14.591307	14.016808	14.721032	14.138873	14.546859	12.896316	10.211423	9.882354	12.976532	13.471188	14.118398	12.947312	13.175913	13.815634	13.711347	14.282921	13.977986	13.683593	13.828769	13.877675	14.826824	14.276677	13.906821
sp|P07205|PGK2_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.323832	4.9182687	12.938165	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P07237|PDIA1_HUMAN	17.341301	18.188997	17.782118	17.442102	17.655636	17.31757	17.459578	18.269598	18.374088	18.499273	18.084755	18.091333	18.704529	17.985928	17.985918	17.651821	17.813547	17.376799	17.868694	18.179369	18.144526	17.875872	17.522814	17.481194	17.211426	17.709696	17.852661	17.38835	17.719818	18.270645	17.610228	18.284634	18.235878	17.61298	17.895975	18.095991	18.046871	18.158768	18.072618	18.634941	18.161911	18.030798
sp|P07305|H10_HUMAN	9.50329	12.160052	11.178796	11.598362	11.879714	10.089094	8.925431	11.864229	11.923182	12.414789	11.938936	11.629191	12.032092	11.489679	12.508242	11.643328	12.091991	11.643625	12.871229	12.562567	11.722789	12.83283	12.852275	12.370379	11.503487	12.182514	12.220671	8.571203	11.338064	11.284651	11.471137	11.838438	12.165052	11.390793	12.492517	11.995298	12.258491	12.367222	12.744648	13.567137	13.47959	12.832995
sp|P07306|ASGR1_HUMAN	11.312411	11.397079	11.169602	11.833736	12.120239	4.3951197	NaN	NaN	NaN	12.794173	11.750992	12.1339445	NaN	NaN	NaN	10.815588	10.9383	10.711839	NaN	NaN	NaN	NaN	NaN	NaN	10.497663	11.566208	11.24105	NaN	NaN	NaN	11.467752	10.705985	10.6375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P07307|ASGR2_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.81294	10.001401	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P07327|ADH1A_HUMAN	15.541582	13.342522	13.001092	15.59437	15.388573	11.412412	12.353389	15.898517	16.280752	16.318863	15.726838	16.121412	16.687489	15.448558	16.203865	16.202927	16.32505	15.8637905	16.304468	17.23425	16.500734	17.266119	16.801851	16.745415	14.63673	15.688396	15.326449	15.109986	15.418815	15.814451	14.832963	15.137962	15.493282	12.515049	15.679224	15.413434	15.689003	15.713116	15.86312	16.837782	16.649115	16.317656
sp|P07339|CATD_HUMAN	15.702404	16.966467	17.112976	16.952847	16.825796	17.01338	16.619232	17.464426	17.539728	17.846613	17.367395	17.580034	17.821123	17.796164	17.87625	17.69818	17.996336	17.278826	17.590874	18.39757	18.25381	18.48415	18.455023	18.331469	16.073858	17.225328	17.289682	16.248701	17.231129	17.757797	17.03489	17.066761	17.51727	17.529005	17.92686	17.85211	17.776346	17.586132	17.694138	18.83686	18.202377	18.008223
sp|P07355|ANXA2_HUMAN	18.079788	18.73662	18.40857	18.323763	18.30694	17.926485	17.490343	18.950817	18.99351	19.016798	18.273647	18.729797	18.601704	18.558788	18.649384	18.172836	18.028002	17.590675	17.80719	18.381062	17.743855	18.21481	18.509024	18.163782	15.823246	18.522284	18.438622	17.244747	18.446255	18.921906	18.255388	18.31366	18.384462	18.239119	18.67641	18.733564	17.73707	17.815447	18.340647	18.21613	18.139524	17.90431
sp|P07384|CAN1_HUMAN	11.5169735	12.161794	12.357767	11.523809	12.087889	11.141508	10.416606	12.144274	12.260541	13.694912	12.619926	13.190155	12.327974	12.074805	12.394169	11.378639	11.507133	11.035935	NaN	NaN	NaN	10.887694	10.586271	10.759807	11.675812	12.100363	12.747412	10.608743	10.8497095	10.798332	11.570717	11.650078	12.527515	10.752325	12.248234	13.343439	9.476611	10.08494	7.4752417	11.178031	11.789371	11.713502
sp|P07437|TBB5_HUMAN	16.328354	16.670544	16.63612	17.24945	17.417334	16.428791	16.625902	17.395716	17.864302	18.1739	17.29213	18.350203	17.455212	17.664303	17.709496	15.930363	16.095264	15.578185	16.481575	16.998777	16.180244	15.164612	14.862969	15.212345	16.767088	17.622416	17.71906	16.054216	16.796972	16.918713	16.447361	16.357483	16.62755	16.87112	17.222593	16.919115	16.488543	16.516535	17.005281	16.791918	16.931349	16.865587
sp|P07476|INVO_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.349574	8.655773	14.983305	NaN	NaN	NaN	NaN	NaN	NaN
sp|P07602|SAP_HUMAN	12.2713	11.809429	12.1410265	11.749837	12.181564	11.111863	10.865228	11.541874	11.51621	12.565485	11.636061	12.56614	13.059976	12.67889	13.017053	13.194279	13.817903	13.079335	13.512239	14.671011	13.455143	13.137725	12.797876	13.067678	10.898172	11.884431	12.039063	10.407029	11.231026	11.032445	11.645091	12.1918955	11.93377	12.35747	12.865817	12.5097475	12.578042	11.774717	12.741215	13.599012	13.192589	12.846096
sp|P07686|HEXB_HUMAN	7.807499	10.512907	10.311813	12.093911	11.955432	9.48949	11.911831	12.53168	12.284349	12.742595	12.197102	12.381377	13.441275	13.456521	13.321499	13.106883	13.549441	12.425207	12.844338	14.058385	13.336152	14.748368	14.059761	14.716861	9.91958	11.810049	12.032226	9.113984	11.506891	11.897664	11.317268	12.351822	12.750013	11.829143	12.833639	13.140967	12.738913	11.706192	12.869041	13.208226	13.048998	12.903207
sp|P07737|PROF1_HUMAN	18.372255	18.134155	18.121044	18.056087	18.14104	18.255348	16.847906	18.398443	18.176218	18.527905	17.96674	18.556791	17.978588	17.828981	18.145632	17.948967	18.205551	17.432678	17.131275	18.493803	17.96992	18.19466	18.205893	18.167568	16.869028	18.326675	18.10015	17.514238	18.107485	18.422983	17.765995	18.036268	18.235441	17.00363	18.228607	18.005669	18.01247	17.77829	18.120743	17.8584	17.960232	17.79324
sp|P07741|APT_HUMAN	12.592615	13.937204	13.679411	13.516097	13.19117	13.406749	11.967684	13.585587	13.729644	14.547751	14.018062	14.274341	13.846196	13.965026	14.045756	13.082106	13.512337	13.036691	12.897794	14.217419	13.531272	13.878441	14.133879	13.791788	11.355051	13.458158	13.712764	13.908493	14.333725	14.86103	14.061861	13.089008	13.243892	12.630236	14.0376	13.989414	13.384128	13.438028	13.778842	14.5798855	13.741557	13.685161
sp|P07814|SYEP_HUMAN	8.30542	11.981161	11.655063	11.816598	12.263026	11.736421	10.806943	11.995832	12.273909	12.976331	12.275873	12.362777	11.982082	11.670549	12.179353	12.101594	12.180011	11.591352	9.82038	11.209122	9.736964	14.766209	13.730993	14.126078	11.549607	12.525515	12.255668	-6.3849916	11.430901	11.286194	9.117108	11.558858	12.144671	10.373318	12.03989	12.484467	11.334693	11.592449	12.058288	11.670884	12.073246	11.355449
sp|P07858|CATB_HUMAN	12.925555	16.08818	15.729841	14.6112995	14.353063	16.56975	15.786168	16.927692	16.57386	17.452732	16.476439	16.460333	16.865791	15.902002	16.29947	16.637638	16.92918	16.671757	17.218441	18.202047	17.296324	18.374992	17.830791	17.425776	14.154305	15.441373	14.8004875	15.81421	16.118944	16.61523	15.354987	15.785506	16.414467	16.152687	16.169611	16.60744	17.504898	15.7112255	17.578907	18.10556	17.256844	17.087559
sp|P07864|LDHC_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.037968	13.268505	13.446994	NaN	NaN	NaN	NaN	NaN	NaN	13.711995	13.288098	13.326341	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P07900|HS90A_HUMAN	15.121336	17.045422	16.89863	16.037294	16.133812	16.28486	15.161615	16.293718	16.570301	16.298157	15.708706	16.090506	15.983946	16.026014	16.09248	16.56233	16.658136	16.544506	13.423691	15.747057	14.986315	16.720661	16.421747	16.578426	14.60886	15.388006	15.610914	15.710321	16.259846	16.692709	15.328952	15.513421	15.903114	14.771111	15.793078	15.719797	15.729437	15.501136	16.176659	15.870672	15.4391165	15.529183
sp|P07902|GALT_HUMAN	8.328008	12.341868	12.223525	12.122168	12.44918	10.951892	9.064877	12.133794	12.141467	13.943165	13.407214	13.542032	13.177589	12.297376	12.680455	12.563246	12.807723	12.078627	12.408579	13.561325	12.921393	14.546498	14.532588	14.237625	11.077073	11.768316	11.764236	10.965208	11.864131	12.055551	NaN	NaN	NaN	10.401018	13.303064	12.993737	NaN	NaN	NaN	13.382874	13.075142	12.948544
sp|P07910|HNRPC_HUMAN	14.15995	14.852582	14.773115	14.203877	13.82165	14.191362	14.465634	15.198915	15.095049	15.232369	15.214703	15.285914	14.467897	14.01951	14.382391	13.749629	13.769654	13.618662	13.434322	13.980864	13.982998	14.811708	14.425023	14.1798315	13.223907	14.25718	14.07162	14.301765	14.881846	15.200958	14.106145	14.538017	14.969811	12.058764	14.503869	14.491743	13.155144	12.384729	13.756034	13.943373	13.338537	13.371666
sp|P07954|FUMH_HUMAN	11.073752	15.164853	15.086877	14.437617	14.525143	14.762071	10.882902	14.979293	14.924234	13.356217	12.746959	13.166927	14.7699795	14.496376	14.693614	12.658611	12.627967	12.566364	14.79658	14.519763	14.120089	14.586273	14.507035	14.535925	12.210643	12.527821	12.678716	14.071629	14.195114	15.182141	14.603102	15.210734	15.371662	11.334738	14.6183815	14.564445	13.684452	13.032038	13.703144	13.508224	12.867246	12.863349
sp|P08047|SP1_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.240759	1.4921957	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P08133|ANXA6_HUMAN	14.690746	14.617118	14.912991	14.920436	14.915872	14.986142	14.865072	15.589346	16.047634	15.790886	15.127894	15.407372	14.991165	14.885282	15.463299	14.883816	15.105724	13.879462	14.221324	15.218094	14.696006	15.367448	14.567732	14.901209	14.592638	15.117451	14.951659	14.564002	14.734543	15.100167	14.472757	14.505101	15.397529	13.900965	15.165386	14.664334	14.191723	14.093887	14.181547	14.587258	14.461697	14.36311
sp|P08183|MDR1_HUMAN	0.8256456	8.294415	8.201313	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.078837	11.106229	11.393659	NaN	NaN	NaN	9.913229	8.229514	9.729549	NaN	NaN	NaN
sp|P08236|BGLR_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.482468	10.905074	10.270541	9.272689	9.950314	10.496614	9.707793	9.468189	10.241407	11.933327	10.745076	10.198403	11.246121	10.944198	10.176742	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.180773	3.4030461	9.641436	10.02672	8.905451	9.877259
sp|P08238|HS90B_HUMAN	16.445356	16.721306	16.481	15.757799	16.099789	16.010986	15.681456	17.544155	17.519821	16.104116	15.836653	16.26921	16.426605	16.390097	16.216671	15.458702	15.6774025	14.9553175	15.372872	15.842142	15.205334	16.270254	16.311884	15.948193	13.620597	17.300737	17.280418	15.158028	16.573011	16.923395	17.015234	17.076027	17.179976	15.0933275	16.036192	16.152729	15.50243	15.776878	16.333263	16.714718	16.747196	16.127232
sp|P08240|SRPRA_HUMAN	8.255114	9.280199	9.679476	NaN	3.4770002	9.144787	6.6380496	9.855396	10.075425	11.041287	10.812689	10.8919735	10.521597	10.403466	10.543664	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.207367	9.873903	9.639989	8.454428	9.709688	10.420787	NaN	NaN	NaN	8.481544	10.011292	9.534356	NaN	NaN	NaN	NaN	NaN	NaN
sp|P08243|ASNS_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.588642	9.749222	9.796554	8.858501	8.832285	8.844481	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.661587	8.928406	8.87793
sp|P08263|GSTA1_HUMAN	NaN	NaN	NaN	11.796026	11.1846895	11.9975605	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.182486	12.747936	12.53814	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P08319|ADH4_HUMAN	15.9742565	16.75827	16.50123	16.397606	16.200323	16.477848	15.717766	16.501608	17.562788	16.97603	16.626793	16.785908	16.16061	16.601143	16.970327	15.210325	15.345367	14.605591	14.626588	15.50631	14.696613	15.130167	14.935139	14.643846	15.709842	16.448936	16.506195	15.552127	16.434732	16.902216	15.389119	15.817347	16.532429	14.265923	15.411331	15.224946	14.544405	14.720731	14.866509	15.346685	15.234004	14.788309
sp|P08559|ODPA_HUMAN	11.00326	12.82836	11.943912	10.61878	10.251776	10.780036	9.712383	12.746842	12.774075	12.599178	12.340766	12.208556	13.276978	13.049897	13.095253	12.303817	12.726182	12.51912	12.6416025	13.884787	12.96991	13.288582	13.892984	13.394095	9.958501	12.356626	12.822719	6.299723	12.005627	12.461847	11.204277	11.471884	12.394174	11.756567	13.706914	11.886867	11.6401205	12.12276	12.040699	13.955333	13.224309	13.049906
sp|P08574|CY1_HUMAN	11.690918	11.078017	10.877633	10.0895195	10.519617	11.46379	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.4528346	10.441934	10.853736	NaN	NaN	NaN	NaN	NaN	NaN	7.2081566	8.306792	9.965043	NaN	NaN	NaN
sp|P08603|CFAH_HUMAN	10.190599	11.748878	11.774785	10.950735	10.855745	12.3744	11.372623	12.284305	12.770149	10.954907	10.8468895	11.423347	10.936524	10.672322	11.189382	11.377696	11.620205	10.588367	12.36387	12.978139	12.651716	13.799442	14.140106	13.825831	9.657702	11.454345	11.809599	9.790553	12.947726	13.373637	10.852832	10.576926	10.817618	9.678211	10.463623	9.972349	9.2718315	-8.140053	10.567087	12.574612	12.01016	12.135992
sp|P08621|RU17_HUMAN	11.526328	11.018127	10.571083	12.170865	12.3330145	12.080413	11.410844	12.034701	11.763523	12.5318575	11.8286495	12.723478	12.05121	12.309354	12.40653	9.903237	10.032816	10.21559	9.1694765	10.058382	10.010123	9.979127	10.71441	10.059788	9.869126	11.227431	10.816687	11.415836	11.459079	11.719966	NaN	NaN	NaN	11.0367155	13.509748	13.6453085	10.053668	10.33276	10.754281	9.668642	9.748878	8.531319
sp|P08648|ITA5_HUMAN	NaN	NaN	NaN	10.17496	10.163975	9.372812	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P08670|VIME_HUMAN	16.834373	17.368736	17.372868	17.050568	16.919132	16.354015	16.677477	17.739944	17.633934	17.869772	17.259174	17.515162	17.8711	17.638302	17.827713	17.331978	17.367105	17.02241	16.266144	17.712767	17.105358	17.337738	17.12819	16.799562	16.389832	17.205704	17.285784	16.363884	17.014765	17.626091	16.981081	17.229668	17.41068	16.280262	17.524345	17.346615	16.968945	16.948082	17.436975	17.671417	16.895376	16.945562
sp|P08684|CP3A4_HUMAN	8.17983	10.771634	9.765584	NaN	NaN	NaN	5.563612	11.655865	11.997003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.571436	11.24543	11.654118	NaN	NaN	NaN	11.507067	12.6654415	14.250805	13.197588	14.533675	14.05296	13.771969	12.803728	14.832633	14.2031765	13.788635	13.412084
sp|P08684|CP3A4_HUMAN : sp|P24462|CP3A7_HUMAN	NaN	NaN	NaN	NaN	3.114619	12.007615	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P08708|RS17_HUMAN	NaN	NaN	NaN	8.370164	9.003796	4.9995956	10.614165	11.200623	11.840438	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.406534	10.23588	10.637589	9.106221	9.269462	10.7002535	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P08727|K1C19_HUMAN	15.977505	16.389704	16.236145	16.008072	16.078857	15.183194	14.9774685	16.435705	16.663498	16.382366	16.009712	16.364069	16.861172	16.483555	16.662174	16.828114	16.903692	16.386818	14.163114	16.445267	15.940769	16.485214	16.332697	16.269121	13.865848	16.617983	16.58821	15.591273	15.89752	16.351269	16.393415	16.582392	16.669573	15.625138	16.102196	15.910746	16.28488	16.15856	15.838538	17.263021	16.592392	16.722473
sp|P08729|K2C7_HUMAN	14.567391	15.0393505	15.381464	15.165303	15.262061	14.905021	15.193167	16.11723	16.206654	15.863315	15.330279	15.803547	16.183105	15.911129	16.299599	14.918746	15.248002	14.3242855	14.391742	16.252655	15.283494	14.857387	14.720865	14.653062	14.702992	15.763333	15.421164	15.0885	15.606241	15.424588	15.375957	15.414745	15.524129	15.109831	15.459491	15.006698	14.938271	15.062159	14.367582	15.422695	15.285806	15.154897
sp|P08758|ANXA5_HUMAN	15.105757	15.699924	15.634199	15.914152	16.048792	16.350433	15.613813	15.839565	16.101658	17.081665	16.810495	16.929451	15.744867	15.985197	16.175852	16.37262	16.316809	15.991617	15.395005	16.671877	16.07634	16.702574	16.56122	16.532846	15.821508	16.398357	16.343773	14.911375	16.574425	16.525549	16.042915	16.147337	16.54592	15.946598	16.41801	16.163273	14.232666	15.348263	14.300695	16.319622	16.219069	16.121193
sp|P08779|K1C16_HUMAN	13.1394205	15.667043	15.135462	15.553663	15.416486	15.695401	15.833398	16.122385	15.871571	16.139626	15.669573	15.692623	15.911308	15.772282	15.689843	15.686627	15.433979	15.889741	15.574619	15.854403	15.631343	15.795317	15.880762	15.572468	15.344833	15.351838	15.595415	14.70711	15.549273	15.232757	15.455715	15.435944	16.16821	15.623084	15.849142	17.949863	16.165512	16.209805	16.392097	15.941227	15.626855	15.87253
sp|P08865|RSSA_HUMAN	15.931056	15.531791	15.609714	15.8461075	15.765332	15.367354	15.033322	15.305303	15.232617	16.180553	15.509849	15.854246	13.381329	13.612922	13.694418	14.88143	14.810199	14.658292	14.709404	15.088797	14.175203	15.2439375	15.024854	15.025003	14.900723	15.304309	15.474488	15.165722	15.466816	16.079187	15.880593	15.787018	16.243536	15.432044	15.226191	15.266283	14.900976	14.368391	15.029249	15.718937	15.272551	15.272618
sp|P08962|CD63_HUMAN	NaN	NaN	NaN	8.161155	7.463969	10.712686	NaN	NaN	NaN	12.044823	11.768216	11.726262	NaN	NaN	NaN	10.085753	10.125735	10.049876	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.7851515	11.763339	11.5457115	NaN	NaN	NaN	NaN	NaN	NaN
sp|P09012|SNRPA_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.228057	9.792484	9.781407	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P09104|ENOG_HUMAN	NaN	NaN	NaN	0.8461551	-4.2403417	6.8877735	NaN	8.210758	8.15317	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.547244	8.599044	8.685488	NaN	7.08595	7.7482934	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P09110|THIK_HUMAN	15.012658	15.578557	15.851609	15.364194	15.225775	15.938032	14.6221	15.468136	15.599273	15.413818	14.878821	15.18898	15.783065	15.580862	15.944427	14.846322	15.055071	14.812289	15.462706	15.894908	15.324019	15.613929	14.687562	15.430478	15.05363	15.573418	15.667921	14.112251	15.054216	15.411213	15.004825	14.690406	15.442553	13.279196	16.059248	15.770288	15.266338	14.827075	15.662048	15.645687	15.581724	15.458133
sp|P09210|GSTA2_HUMAN	13.646662	13.303842	13.356339	5.932314	5.494299	13.112928	13.366259	13.215081	13.837841	17.471497	17.044403	17.459631	14.480387	14.030466	14.37315	16.422915	16.70536	15.832458	14.053564	14.2260895	13.78961	13.888432	13.950548	13.567092	12.797809	13.915195	13.635038	13.259516	13.407492	13.7547245	13.784337	14.042189	13.786164	NaN	NaN	NaN	14.577465	14.192056	14.966838	NaN	NaN	NaN
sp|P09211|GSTP1_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.234997	11.82605	11.919235	11.262134	11.760994	11.4084215	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.862263	10.9625225	14.253865	NaN	NaN	NaN	NaN	NaN	NaN
