Row Names	20180205_07_S171854_1191	20180205_08_S171853_1190	20180205_32_S171852_1189	20180205_03_S171856_1193	20180205_39_S171857_1194	20180205_49_S171855_1192	20180205_43_S171859_1196	20180205_45_S171858_1195	20180205_53_S171860_1197	20180205_28_S171862_1199	20180205_29_S171861_1198	20180205_37_S171863_1200	20180205_09_S171864_1201	20180205_13_S171865_1202	20180205_15_S171866_1203	20180205_16_S171868_1205	20180205_55_S171869_1206	20180205_57_S171867_1204	20180205_41_S171872_1209	20180205_48_S171870_1207	20180205_56_S171871_1208	20180205_12_S171875_1212	20180205_20_S171873_1210	20180205_35_S171874_1211	20180205_05_S171878_1215	20180205_27_S171876_1213	20180205_47_S171877_1214	20180205_17_S171881_1218	20180205_24_S171880_1217	20180205_36_S171879_1216	20180205_11_S171884_1221	20180205_21_S171883_1220	20180205_52_S171882_1219	20180205_19_S171885_1222	20180205_40_S171887_1224	20180205_44_S171886_1223	20180205_31_S171889_1226	20180205_33_S171888_1225	20180205_51_S171890_1227
sp|A0A087WXS9|TBC3I_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.321077	12.272379	12.250392	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|A0AV96|RBM47_HUMAN	9.779902	9.5046835	9.2597885	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.72508	8.459633	8.327539	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|A0MZ66|SHOT1_HUMAN	NaN	NaN	NaN	NaN	9.2703	9.915661	10.175681	10.476687	10.419454	11.644447	11.196345	11.1504345	11.780978	11.757564	11.468708	11.919276	11.204624	11.460875	10.541835	10.525929	10.657315	NaN	10.897504	10.72205	NaN	NaN	NaN	10.90176	10.564011	9.953768	NaN	NaN	NaN	10.798561	10.970298	10.615793	10.735152	11.179207	10.715192
sp|A2VDF0|FUCM_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.743005	5.7798734	8.597779	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|A3KMH1|VWA8_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.361603	3.7154503	8.154255	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|A6NDB9|PALM3_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.946957	7.6789455	8.678635	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|A6NGU5|GGT3_HUMAN : sp|P19440|GGT1_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.620999	9.664524	9.09027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|A6NGU5|GGT3_HUMAN : sp|P19440|GGT1_HUMAN : sp|P36268|GGT2_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.677418	11.881334	12.417506
sp|A6NHG4|DDTL_HUMAN : sp|P30046|DOPD_HUMAN	NaN	NaN	NaN	13.1239	14.516471	13.982384	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|A6NIZ1|RP1BL_HUMAN : sp|P61224|RAP1B_HUMAN : sp|P62834|RAP1A_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.161975	10.228757	10.685453	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.704658	10.995693	12.008369	NaN	NaN	NaN
sp|A8K2U0|A2ML1_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.864616	4.695756	12.123076	NaN	NaN	NaN	NaN	NaN	NaN
sp|B5MCY1|TDR15_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.4426775	13.653476	13.422091	14.155393	13.875552	13.206769	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|B5ME19|EIFCL_HUMAN : sp|Q99613|EIF3C_HUMAN	10.322506	10.127251	11.934208	11.796076	11.469015	12.2653675	11.693291	11.592769	11.695934	NaN	NaN	NaN	NaN	NaN	NaN	10.411262	10.856442	10.174863	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.957667	11.812337	11.919591	9.72314	11.557836	11.272757	11.399765	11.139932	10.936509	NaN	NaN	NaN
sp|B9A064|IGLL5_HUMAN : sp|P0CF74|LAC6_HUMAN : sp|P0CG04|LAC1_HUMAN : sp|P0CG05|LAC2_HUMAN : sp|P0CG06|LAC3_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.0511255	3.496006	14.369353	NaN	NaN	NaN	NaN	NaN	NaN
sp|E9PAV3|NACAM_HUMAN : sp|Q13765|NACA_HUMAN	13.692706	13.580783	12.581034	14.498545	13.686749	13.229243	NaN	NaN	NaN	11.961458	12.158857	11.939402	12.909906	12.954394	12.922783	10.681812	10.4889145	10.5640135	NaN	NaN	NaN	12.529424	14.062121	14.16636	14.476566	14.827331	14.645076	14.779944	14.509449	14.658935	13.898365	11.760939	12.477467	13.218833	12.678307	13.239597	14.041513	13.964338	14.169679
sp|O00116|ADAS_HUMAN	11.456796	11.200594	10.589723	NaN	NaN	NaN	NaN	NaN	NaN	11.280022	9.748157	10.755516	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.716206	10.708448	NaN	NaN	NaN	NaN	NaN	NaN	8.413719	8.941501	8.63123	8.948878	8.082579	7.8366776	NaN	NaN	NaN
sp|O00148|DX39A_HUMAN : sp|Q13838|DX39B_HUMAN	NaN	NaN	NaN	9.548541	12.0748205	12.359923	NaN	NaN	NaN	NaN	NaN	NaN	11.452001	11.369818	11.380439	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.475807	11.13318	11.276504
sp|O00151|PDLI1_HUMAN	14.602234	14.432152	14.157555	14.187661	12.993317	12.400642	13.799653	13.469209	13.961759	12.9998665	13.314801	12.943335	13.691758	13.953226	13.636118	14.327932	14.225016	14.271626	14.127154	14.377908	14.4879875	14.833698	14.174722	14.545341	15.163733	14.634563	15.023482	13.963417	13.841932	13.644518	13.506596	13.211554	12.177172	13.183916	13.727999	13.34102	13.765665	13.52535	13.910449
sp|O00154|BACH_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O00159|MYO1C_HUMAN	9.927098	9.897711	8.786101	2.729063	9.132067	9.716627	9.085019	9.667176	9.015429	10.317579	9.631241	9.576041	NaN	NaN	NaN	NaN	NaN	NaN	4.4082623	9.50412	6.3655105	12.226659	12.180766	11.608543	NaN	NaN	NaN	9.304294	9.485652	10.573618	12.007945	11.511741	11.204681	NaN	NaN	NaN	NaN	NaN	NaN
sp|O00170|AIP_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	9.748533	10.153871	9.602047	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O00204|ST2B1_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.153539	5.2965755	11.600441	NaN	NaN	NaN	NaN	NaN	NaN
sp|O00217|NDUS8_HUMAN	NaN	NaN	NaN	11.755003	9.623366	9.883478	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O00231|PSD11_HUMAN	12.755448	12.869015	12.633193	11.155687	11.622174	11.936625	12.083609	11.9622135	12.054964	12.223206	12.626572	12.56982	11.467788	11.652275	11.534041	11.344723	11.416232	11.096585	11.409456	11.384806	11.84357	10.610354	12.027944	12.115332	13.321781	12.556836	12.473339	12.314654	12.1751995	12.29385	13.241957	12.435242	12.8179035	11.685484	11.4794	11.657404	11.2939205	11.458959	11.214726
sp|O00232|PSD12_HUMAN	NaN	NaN	NaN	9.6449995	9.733055	10.143747	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.127101	11.051149	11.784881	10.142078	10.039141	9.8954	NaN	NaN	NaN	11.419758	8.995291	8.467179	NaN	NaN	NaN	NaN	NaN	NaN
sp|O00233|PSMD9_HUMAN	NaN	NaN	NaN	10.2273	11.468634	10.970774	9.602515	9.037099	8.719179	10.787742	10.824371	10.726759	9.190647	8.46769	9.590419	11.664212	10.88618	10.701964	NaN	NaN	NaN	8.926788	10.267639	11.032817	3.6628914	10.644569	10.286496	10.749883	10.843771	10.73681	9.335228	9.191453	9.0775385	8.407422	7.749798	8.046569	10.57289	10.594549	10.964888
sp|O00264|PGRC1_HUMAN	13.7583275	14.020419	14.20826	12.618978	13.221839	12.196594	13.554565	13.616083	13.610535	12.626138	12.59582	12.346916	13.258405	13.280004	13.410253	13.541157	13.332862	13.2222185	12.851412	11.622488	12.981619	14.258325	12.807896	12.812159	13.977333	13.7419195	13.420692	12.418041	11.758385	11.662568	12.841203	11.549168	10.616633	13.136823	13.208347	13.331483	13.007357	13.501693	13.453832
sp|O00273|DFFA_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	8.79153	7.41884	8.70973	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O00299|CLIC1_HUMAN	15.660819	15.768373	15.202739	15.547451	15.764451	15.777746	15.405207	15.147763	15.45686	14.4189825	14.619888	14.342947	15.39931	15.537019	15.395979	15.484096	15.291533	15.30819	15.321239	15.380845	15.237306	15.860978	16.085915	16.007849	15.886762	15.589595	15.466612	15.693973	14.643359	14.327089	16.11953	15.426187	15.589409	15.406282	15.269435	15.138919	15.146117	15.298024	15.206057
sp|O00303|EIF3F_HUMAN	13.035339	12.692043	9.408462	11.750394	12.53899	12.627823	12.355917	12.243991	12.014724	12.523736	12.724307	12.55794	11.286889	11.404442	11.298251	NaN	NaN	NaN	11.134644	11.126405	10.703238	12.047438	11.044875	11.0135975	12.382035	12.448626	12.813352	12.975183	12.600308	12.186853	12.428867	12.596526	12.494241	NaN	NaN	NaN	10.685173	10.649067	10.773835
sp|O00330|ODPX_HUMAN	9.217245	10.08082	11.246672	5.249072	11.494788	11.228451	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.45407	10.591561	10.684429	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.707919	11.205875	11.229583	NaN	NaN	NaN	10.657571	10.984389	10.398252	10.876861	11.081367	11.058018
sp|O00429|DNM1L_HUMAN	9.685261	9.285298	10.03524	NaN	NaN	NaN	9.834034	8.323665	9.590731	9.408922	10.09672	10.093473	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.440823	9.262814	9.968103	7.81158	7.9061666	8.917952	NaN	NaN	NaN	NaN	NaN	NaN	9.140069	9.066348	9.031007
sp|O00469|PLOD2_HUMAN	14.773568	14.72966	14.062085	13.156639	13.302069	13.379563	13.992319	14.085249	14.230925	13.093684	13.149462	13.246712	12.645137	13.084998	12.816849	NaN	NaN	NaN	9.380649	11.123604	10.2782345	7.6359987	13.476476	13.84108	13.323997	14.21052	14.141844	13.046706	13.477538	13.66635	14.335895	13.74603	13.917857	8.829043	7.0323906	9.589806	NaN	NaN	NaN
sp|O00487|PSDE_HUMAN	12.259778	11.8023405	12.571759	6.823334	12.068047	11.92396	12.276229	12.232824	12.181221	11.959761	12.170639	12.248482	NaN	NaN	NaN	11.870493	11.862694	11.771422	11.937029	12.119724	11.918038	NaN	10.437399	9.788898	12.540655	13.022894	13.215429	12.017758	11.909412	12.183827	NaN	NaN	NaN	NaN	NaN	NaN	11.653974	11.8823395	12.123639
sp|O00499|BIN1_HUMAN	10.004049	9.467785	13.032875	NaN	NaN	NaN	NaN	NaN	NaN	10.579255	10.316364	11.073648	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O00505|IMA4_HUMAN	10.867449	10.388213	9.659347	NaN	NaN	NaN	10.442265	10.600645	10.4084425	10.270262	10.660903	10.858218	NaN	NaN	NaN	NaN	NaN	NaN	9.408912	7.17549	9.043498	11.916704	11.866605	11.556646	10.940801	10.620597	10.302229	10.375145	9.939041	10.452378	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O00515|LAD1_HUMAN	12.222587	12.46664	12.444656	13.075774	12.927728	12.72599	11.637749	10.771963	12.396049	11.025107	11.113254	10.825946	11.055607	11.208326	11.5952	NaN	NaN	NaN	10.903674	10.674095	11.247916	7.51841	12.209371	11.994346	10.541398	11.827722	11.108943	12.481515	12.400751	11.472213	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O00560|SDCB1_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.640947	8.787022	9.205513	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O00567|NOP56_HUMAN	12.88442	11.807833	11.59496	13.371348	11.623873	12.640097	12.644484	12.453054	12.653398	NaN	NaN	NaN	NaN	NaN	NaN	7.668128	11.592322	12.167673	NaN	NaN	NaN	13.278087	8.674478	8.716296	NaN	NaN	NaN	NaN	NaN	NaN	8.325052	13.152095	11.331501	NaN	NaN	NaN	NaN	NaN	NaN
sp|O00571|DDX3X_HUMAN	11.631005	11.5122175	11.79564	11.666767	11.837705	12.382579	11.663813	12.048169	11.664981	NaN	NaN	NaN	11.120884	11.128764	11.131342	11.359215	10.001476	10.396253	11.041112	11.140471	10.905895	12.723397	12.82092	12.785677	12.628664	12.554543	12.51234	12.454578	12.173866	12.234772	NaN	NaN	NaN	12.076847	11.973301	12.072021	11.435398	11.814738	11.89491
sp|O00571|DDX3X_HUMAN : sp|O15523|DDX3Y_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.905079	11.143009	11.213408	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.436696	11.834675	12.697296	NaN	NaN	NaN	NaN	NaN	NaN
sp|O00625|PIR_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.274815	8.431326	11.382046	NaN	NaN	NaN
sp|O00743|PPP6_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.677844	7.0205903	7.162729	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O00748|EST2_HUMAN	13.869737	14.395591	14.478524	12.336431	14.114264	14.233807	14.023526	14.4050865	14.144954	14.196795	14.562893	14.390617	14.840614	14.927025	14.450656	15.036525	15.318504	15.013505	14.957561	14.554678	14.973884	14.656456	12.9298725	12.986021	13.633817	14.156745	14.181093	13.259739	13.363855	13.003853	14.849107	14.467683	14.150224	14.614821	14.84553	14.678805	14.333106	14.854854	14.771093
sp|O00754|MA2B1_HUMAN	6.600772	6.8713717	7.6311226	NaN	NaN	NaN	10.023141	9.9945135	9.922124	11.06956	11.364898	11.252084	11.517569	11.528808	11.466332	11.8190365	11.94274	12.226351	11.758433	10.974509	11.35199	NaN	NaN	NaN	10.713991	9.958052	9.535937	NaN	NaN	NaN	11.194306	11.098918	10.829	10.708271	9.444215	11.067534	9.514909	9.58345	9.669425
sp|O00757|F16P2_HUMAN	13.592333	13.97816	13.692413	13.735672	13.3198185	13.043036	NaN	NaN	NaN	NaN	NaN	NaN	14.046617	13.961042	13.85344	NaN	NaN	NaN	14.47253	13.873332	14.604844	13.663668	5.036236	6.263163	9.017925	13.495728	13.613173	NaN	NaN	NaN	14.670659	14.23147	13.671975	14.04603	14.263993	13.9574175	NaN	NaN	NaN
sp|O00764|PDXK_HUMAN	11.726557	11.172268	3.692687	NaN	NaN	NaN	9.512747	9.848079	9.761773	11.630073	11.743538	12.003722	NaN	NaN	NaN	12.591837	12.619521	12.550359	11.559672	11.051913	11.125053	NaN	NaN	NaN	NaN	NaN	NaN	9.39441	8.336927	9.715802	NaN	9.858575	9.330704	NaN	NaN	NaN	NaN	NaN	NaN
sp|O00767|ACOD_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.408574	10.597921	11.266796	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O14556|G3PT_HUMAN	10.783954	9.804833	10.385376	10.238523	2.357686	2.5054407	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.937366	10.874075	9.998877	10.164304	-3.534624	6.867206	6.878199	9.590762	10.38509	10.125765	9.123313	9.315002	11.230065	10.787588	9.270935	9.660925	8.131392	10.553637	NaN	NaN	NaN
sp|O14561|ACPM_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.479732	11.127034	11.663673	11.740184	11.645612	11.339185	NaN	NaN	NaN	10.693359	12.130792	11.146866	11.663515	10.6137705	10.751364	11.260828	9.630404	11.473978	NaN	NaN	NaN
sp|O14579|COPE_HUMAN	NaN	NaN	NaN	12.20397	10.68427	10.552602	11.579537	10.339468	11.288406	NaN	NaN	NaN	NaN	NaN	NaN	10.392038	10.605996	10.742136	10.44279	10.359326	10.312484	11.295768	10.349434	9.7575865	11.872436	11.578896	11.344973	10.9640045	10.803983	11.007264	11.913466	10.891064	10.327115	11.461063	11.211212	11.19483	NaN	NaN	NaN
sp|O14602|IF1AY_HUMAN : sp|P47813|IF1AX_HUMAN	NaN	NaN	NaN	12.417513	11.984195	11.757623	NaN	NaN	NaN	NaN	NaN	NaN	11.359525	10.922397	11.299084	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.445805	11.687556	11.214548	12.221975	11.15937	11.220094	NaN	NaN	NaN	NaN	NaN	NaN
sp|O14618|CCS_HUMAN	8.658759	8.765362	7.068881	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.36287	8.273056	8.762736	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O14639|ABLM1_HUMAN	12.712844	12.443384	9.783673	9.883252	8.674881	9.004682	NaN	NaN	NaN	10.372144	10.914415	10.97312	11.552082	11.306972	11.540981	NaN	NaN	NaN	11.548673	11.821339	11.592327	NaN	NaN	NaN	10.301677	10.60945	10.660676	NaN	NaN	NaN	11.218209	9.520744	9.977005	9.423092	9.820418	9.008327	10.518844	10.816717	10.893179
sp|O14727|APAF_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.161939	13.856293	14.215425	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O14737|PDCD5_HUMAN	9.498594	9.468039	8.408165	8.257545	7.907343	8.548013	NaN	NaN	NaN	11.520398	12.023044	11.931655	9.241315	9.061889	7.8320103	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.250645	8.150504	8.098802	10.323943	10.353377	7.4328866	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O14744|ANM5_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.409026	9.192774	9.154231	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O14745|NHRF1_HUMAN	15.223819	15.168988	15.088509	14.843696	14.228146	14.356267	14.894867	14.767062	14.909883	14.198269	13.833031	13.930845	13.386447	13.816179	13.113754	12.176099	12.311467	12.258526	13.518319	13.484881	13.533228	13.724696	12.6791725	13.033373	13.320336	14.263512	14.37113	14.479235	14.373254	14.007522	12.765796	13.997012	13.861257	13.927735	14.261071	13.66437	12.393696	12.634084	12.285908
sp|O14756|H17B6_HUMAN	11.914409	12.685953	13.2305765	12.754393	11.527223	11.263772	10.555942	12.277343	10.299541	NaN	NaN	NaN	11.245381	10.878904	10.915276	NaN	NaN	NaN	NaN	NaN	NaN	12.477493	10.682919	11.294524	NaN	NaN	NaN	10.400315	10.3136015	11.825641	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O14773|TPP1_HUMAN	13.90529	13.867792	13.172941	NaN	NaN	NaN	13.207176	13.086112	13.187614	13.306479	13.608757	13.732557	13.800026	13.959259	13.318357	13.327181	14.023112	14.355144	13.746566	13.996685	13.8277	12.331931	11.283048	11.152937	NaN	NaN	NaN	NaN	NaN	NaN	14.775181	14.061728	13.338437	10.910236	12.146307	12.735122	NaN	NaN	NaN
sp|O14818|PSA7_HUMAN	13.813001	13.599302	6.145484	4.666626	12.536503	12.673289	13.037653	13.0792675	13.3849945	12.17742	12.405292	12.243579	13.501514	13.69305	13.953174	13.89462	14.201132	14.271482	14.199981	14.075366	14.263673	11.609544	12.827159	13.108502	13.74146	13.294458	13.437644	11.728441	12.549742	11.814202	14.510508	12.390619	12.726484	13.082927	12.310903	12.819021	12.85421	12.291407	12.580752
sp|O14841|OPLA_HUMAN	7.7238317	8.155119	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.1346855	9.214098	8.896801	9.458011	11.0849695	9.950963	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.109588	10.609284	10.508132
sp|O14879|IFIT3_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	8.077742	8.298369	9.124997	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O14908|GIPC1_HUMAN	NaN	NaN	NaN	6.97691	8.696537	9.121407	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O14933|UB2L6_HUMAN	10.582619	10.531575	9.058476	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O14949|QCR8_HUMAN	NaN	NaN	NaN	8.1190605	8.282701	8.450886	9.879371	10.36187	9.913952	NaN	NaN	NaN	NaN	NaN	NaN	7.328601	5.8296676	6.0770106	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|O14950|ML12B_HUMAN : sp|P19105|ML12A_HUMAN	15.418222	15.626115	15.104466	15.688954	15.861917	15.462338	15.196789	14.371805	15.492855	15.425752	15.445546	15.298411	15.570391	15.319777	15.144426	15.611884	15.647411	15.612279	15.570352	15.786186	15.680792	15.3628435	15.183526	15.337108	14.589123	15.801105	15.773362	15.634844	15.597151	15.176516	16.521496	15.569021	15.51011	14.685246	13.148436	14.490736	15.2811	15.500009	15.463304
sp|O14964|HGS_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	9.534264	9.418294	9.689244	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.8623476	7.6669307	7.8511047	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
