Row Names	20180205_07_S171854_1191	20180205_08_S171853_1190	20180205_32_S171852_1189	20180205_03_S171856_1193	20180205_39_S171857_1194	20180205_49_S171855_1192	20180205_43_S171859_1196	20180205_45_S171858_1195	20180205_53_S171860_1197	20180205_28_S171862_1199	20180205_29_S171861_1198	20180205_37_S171863_1200	20180205_09_S171864_1201	20180205_13_S171865_1202	20180205_15_S171866_1203	20180205_16_S171868_1205	20180205_55_S171869_1206	20180205_57_S171867_1204	20180205_41_S171872_1209	20180205_48_S171870_1207	20180205_56_S171871_1208	20180205_12_S171875_1212	20180205_20_S171873_1210	20180205_35_S171874_1211	20180205_05_S171878_1215	20180205_27_S171876_1213	20180205_47_S171877_1214	20180205_17_S171881_1218	20180205_24_S171880_1217	20180205_36_S171879_1216	20180205_11_S171884_1221	20180205_21_S171883_1220	20180205_52_S171882_1219	20180205_19_S171885_1222	20180205_40_S171887_1224	20180205_44_S171886_1223	20180205_31_S171889_1226	20180205_33_S171888_1225	20180205_51_S171890_1227
sp|Q96AG4|LRC59_HUMAN	13.404375	13.3730955	13.730648	13.615145	12.712843	13.113627	12.866459	13.013484	12.708736	NaN	NaN	NaN	12.645752	12.383824	12.723976	12.864175	12.025037	11.965515	11.934411	12.15028	12.058844	14.103993	13.241992	13.409598	13.594392	12.427107	12.014285	11.972355	10.451483	12.262198	13.574933	13.638791	13.527449	12.941776	12.780362	12.61335	12.440927	12.646961	12.433107
sp|Q96BI1|S22AI_HUMAN	NaN	NaN	NaN	2.0513964	9.888484	9.873099	NaN	NaN	NaN	10.838124	10.248355	10.613945	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q96BW5|PTER_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.996051	11.031338	11.122083	NaN	NaN	NaN	12.080525	11.251474	11.174383	12.147987	12.464766	12.182957	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.241193	11.237495	11.258454
sp|Q96C19|EFHD2_HUMAN	NaN	NaN	NaN	9.353677	9.842592	9.664737	11.4647665	11.582111	11.486754	11.586938	11.6844015	11.518717	10.895403	10.419153	11.0003805	10.63586	11.957162	12.040563	NaN	NaN	NaN	5.817927	8.915486	9.053751	6.2583957	12.070492	11.724112	NaN	NaN	NaN	11.882651	11.726484	11.820348	10.761569	11.5995655	11.823802	11.766172	11.557229	12.014023
sp|Q96C19|EFHD2_HUMAN : sp|Q9BUP0|EFHD1_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.867565	9.231198	9.453117	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q96C23|GALM_HUMAN	13.551118	13.522471	6.7895803	5.167426	13.542539	13.142447	13.034349	12.636459	12.984482	13.917421	13.899927	13.894188	14.379785	14.481106	14.353644	14.502436	14.446295	14.564087	14.38657	14.516434	14.511267	13.096346	12.880459	12.841559	11.703199	12.468164	12.431591	12.701203	12.166573	12.068015	13.840627	14.098134	13.5893345	14.47147	14.744622	13.56171	14.3457775	14.21808	14.081635
sp|Q96CN7|ISOC1_HUMAN	13.224231	13.229262	12.80685	13.010093	7.755333	7.883169	12.896742	13.117502	13.335982	13.125722	13.722406	13.69341	13.403333	13.61062	13.324768	13.674041	13.566555	13.391717	12.511597	12.387665	12.54477	13.233403	13.252349	13.138025	13.3430395	12.458653	12.378831	13.112794	12.900683	12.923775	14.069237	13.220561	13.141732	13.622401	13.7695	13.707937	13.178318	13.510909	13.50225
sp|Q96CT7|CC124_HUMAN	NaN	NaN	NaN	8.84828	15.239885	14.975049	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q96CV9|OPTN_HUMAN	8.004091	8.313703	11.6600685	11.677976	9.546527	9.852272	8.100582	9.600992	9.124937	9.626021	9.461289	9.760224	11.573428	11.45934	11.435901	10.238545	8.085569	5.7676115	11.406938	11.347172	11.409898	10.999658	10.584653	10.468414	12.222739	9.51305	9.072658	9.508151	6.8868585	2.8122969	11.425687	11.139872	10.555335	NaN	NaN	NaN	9.16188	9.430822	9.075244
sp|Q96CW1|AP2M1_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.8165627	8.327185	8.777284	0.630229	9.4836445	9.169468	8.052091	9.300991	10.05252	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q96DC8|ECHD3_HUMAN	13.50601	13.110157	12.901436	12.844351	13.46829	13.425425	12.713541	12.491489	12.665674	12.902821	12.980641	12.974194	13.157028	13.062327	13.046124	13.618944	13.890003	14.172372	11.970217	11.975264	11.856914	12.758498	11.162445	11.1841955	13.702971	13.367013	13.417121	13.028362	13.282557	13.398412	13.409347	13.565596	13.056179	13.25066	13.13232	12.792555	14.220083	13.861289	14.401054
sp|Q96DG6|CMBL_HUMAN	13.310092	12.963262	13.271631	12.706436	12.440256	12.376884	12.897458	11.926831	12.445174	13.631513	12.72385	12.542542	12.487971	12.601617	12.727708	12.815085	13.254076	13.561478	13.367599	12.617845	13.489341	9.887292	12.2184725	11.862966	12.463476	12.702754	12.635366	12.2562275	11.581902	12.246815	13.290972	13.878684	13.642159	13.733643	13.746441	13.851188	13.578146	13.916267	13.807533
sp|Q96EP5|DAZP1_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.031931	12.3137455	11.922619	NaN	NaN	NaN	NaN	NaN	NaN	12.701919	12.681677	12.519138	11.813906	10.407864	10.500085	NaN	NaN	NaN	NaN	NaN	NaN	12.444864	12.203384	11.664344	NaN	NaN	NaN
sp|Q96EY8|MMAB_HUMAN	11.293662	10.787785	10.552532	10.210231	10.77928	11.042876	NaN	NaN	NaN	9.91743	10.162544	10.322859	10.4258	10.299376	10.152779	NaN	NaN	NaN	10.962861	10.39594	11.086264	11.173513	11.057542	10.654969	NaN	NaN	NaN	10.793778	10.615463	10.821841	11.9925	12.784329	12.781896	10.303317	10.403635	10.964751	9.80779	10.6299	10.787476
sp|Q96FJ2|DYL2_HUMAN	NaN	NaN	NaN	9.575219	9.076403	9.555409	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.342761	10.506171	9.647616	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.132027	10.689568	10.915462
sp|Q96FQ6|S10AG_HUMAN	11.391814	11.059504	11.828192	7.5530324	11.272608	11.786394	10.801406	10.803742	10.634848	11.155788	11.039915	10.6667185	10.336263	10.754929	11.255809	10.756039	10.938731	10.619133	11.091608	11.026227	11.052487	11.274481	11.663523	11.119251	10.097087	11.361201	11.562609	11.475451	10.93855	10.988321	12.046968	11.182998	12.524497	10.613073	10.002657	11.214678	10.274522	9.9756975	10.577427
sp|Q96FV2|SCRN2_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.710632	9.463963	9.623885	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q96FW1|OTUB1_HUMAN	11.932341	11.8451805	3.8605032	11.394888	11.536356	11.517441	10.975085	10.886066	11.094412	12.7811775	13.200685	12.631684	12.978559	12.903528	12.375602	NaN	NaN	NaN	12.9404	12.974591	13.063281	12.313535	12.973179	12.773258	13.42492	11.388708	10.603408	12.953221	12.650762	12.383067	11.402133	11.584622	11.906024	9.633204	7.671863	8.538154	11.811835	11.729255	11.774774
sp|Q96G03|PGM2_HUMAN	10.254776	10.2711	10.509889	11.811823	9.082166	9.281686	NaN	NaN	NaN	NaN	NaN	NaN	10.888304	10.806883	10.676487	10.255671	10.771142	10.358928	NaN	NaN	NaN	10.846059	9.667055	10.161147	11.346276	8.232874	9.873415	NaN	NaN	NaN	10.000592	11.237071	12.643861	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q96G23|CERS2_HUMAN	9.504786	10.4353695	6.53855	5.0866423	10.1993885	9.669882	9.406121	10.007015	8.775974	11.172403	10.965359	10.790514	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q96GA7|SDSL_HUMAN	11.695956	11.787805	8.050242	12.816854	11.21509	12.136679	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.78236	12.734783	12.692033	NaN	NaN	NaN	NaN	NaN	NaN	12.138519	10.250007	10.06853	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q96GG9|DCNL1_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.968229	10.7905655	10.369619	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q96GK7|FAH2A_HUMAN	12.850332	12.473558	12.043675	11.080038	12.035297	12.173823	11.244852	11.678563	11.549283	NaN	NaN	NaN	NaN	NaN	NaN	12.248238	11.884628	11.809215	13.051852	12.815336	13.06246	11.764189	11.703691	11.65127	9.030184	12.351639	12.256774	11.987014	11.563537	11.715894	11.502221	11.276319	10.965155	12.126942	10.749378	11.573558	11.654428	11.926211	11.933151
sp|Q96HC4|PDLI5_HUMAN	11.599414	11.55096	11.877017	12.165159	12.58856	12.211569	11.686334	10.152419	11.503327	12.368363	12.353409	12.251988	12.408694	12.347464	12.390453	11.912633	12.538759	12.388778	11.822196	12.088819	11.807907	12.339536	11.163004	8.715159	12.593915	11.442257	11.2595415	11.644931	11.50647	11.181792	11.99077	9.930651	10.34056	11.631029	11.967876	11.558421	12.415353	12.269359	12.362514
sp|Q96HE7|ERO1A_HUMAN	12.4392395	12.368713	11.152168	10.502097	9.985331	10.712875	12.620024	12.956307	13.084631	12.719249	12.65379	12.708767	12.042737	12.210488	11.898829	NaN	NaN	NaN	10.041912	10.191339	10.259048	10.54342	11.754878	11.743964	NaN	12.332763	12.501035	11.502335	11.763425	11.631212	12.6619005	9.114887	8.954941	16.166164	16.428122	15.672821	10.057824	10.467099	10.102602
sp|Q96HR9|REEP6_HUMAN	12.041341	12.008913	10.455206	13.713763	12.25062	13.063391	12.472485	12.452841	12.635925	12.820284	13.124507	13.346109	12.298037	12.435662	12.116667	11.874311	12.036666	12.068222	12.3585825	12.105825	12.326905	12.36422	12.353026	12.277942	12.415425	12.018968	12.039703	11.913712	11.65802	12.500991	12.047905	12.999642	12.485023	12.513051	12.337878	12.364927	12.636443	12.423699	11.94104
sp|Q96HS1|PGAM5_HUMAN	9.785803	9.690885	10.221887	9.30495	13.683721	13.371681	13.42868	13.614346	13.568122	13.423048	13.642781	13.443134	NaN	NaN	NaN	10.528338	13.856414	14.130761	13.980752	14.146711	14.088733	11.110662	10.934521	10.406317	11.606549	13.642275	13.535419	13.282084	13.651868	13.693295	11.446361	11.343933	11.075019	NaN	NaN	NaN	11.139697	11.4344015	11.531837
sp|Q96HY6|DDRGK_HUMAN	7.639538	7.4049144	10.816168	NaN	NaN	NaN	10.190162	10.031235	10.541752	10.912265	10.751843	11.390455	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.331279	10.420896	10.487066	11.200551	8.27443	7.852275	NaN	NaN	NaN	9.997901	10.123622	9.532757
sp|Q96HY7|DHTK1_HUMAN	10.145643	10.352675	NaN	NaN	NaN	NaN	9.131433	9.625014	9.503412	NaN	NaN	NaN	NaN	NaN	NaN	10.736781	10.503062	9.55814	NaN	NaN	NaN	NaN	NaN	NaN	8.972279	10.115425	10.102606	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q96I15|SCLY_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.498162	9.572872	8.786048	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.422837	9.623443	9.904575	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q96I24|FUBP3_HUMAN	NaN	NaN	NaN	11.060298	10.229979	9.929936	9.838486	10.02287	10.052761	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.829462	10.342994	9.967221	10.4336605	3.2189465	6.43453	10.962791	9.942625	9.454884	10.071558	10.158243	10.016509	NaN	NaN	NaN	9.657654	9.99745	9.439624
sp|Q96I99|SUCB2_HUMAN	13.948429	13.9846735	14.444563	14.045266	14.288442	13.717613	13.993064	14.066721	14.021734	14.109646	14.023578	14.1930685	14.246647	14.257016	14.574628	14.723126	14.471938	14.453701	14.630285	14.536611	14.595296	14.420449	13.942618	14.031147	13.870874	14.323452	14.416237	13.789204	14.076248	13.799708	14.6246195	14.035131	14.193447	14.34701	14.50871	14.415887	14.682781	14.782663	14.77786
sp|Q96IJ6|GMPPA_HUMAN	11.4478035	11.2347355	10.933702	10.7700405	10.6223	10.67331	11.626744	11.392565	11.525358	11.951832	11.887778	11.707779	11.61405	11.281619	11.049632	11.988574	11.05163	11.135449	11.566033	11.194749	11.095062	9.117636	11.020185	11.132208	NaN	NaN	NaN	10.883406	10.846216	10.864783	11.1630945	10.7167845	10.80061	11.305693	11.7506075	11.090044	NaN	NaN	NaN
sp|Q96IU4|ABHEB_HUMAN	12.4745865	12.484475	12.903925	12.295181	13.436742	13.136802	13.208059	12.634445	12.936099	12.405576	12.230573	12.197328	12.493481	12.5960865	12.366801	14.572838	14.677599	14.942036	14.846404	13.260845	14.797343	12.796402	12.398318	12.335506	12.976621	12.77119	13.099904	14.229297	14.292085	14.425847	12.673628	12.737809	12.9128685	12.492636	12.375525	12.492175	13.539581	13.401077	13.613767
sp|Q96IX5|USMG5_HUMAN	9.471856	10.533889	12.807456	11.321622	12.233964	12.217693	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q96J88|ESIP1_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.472073	11.34586	11.35147	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q96JB5|CK5P3_HUMAN	10.841615	11.112937	4.466546	10.222042	10.571915	10.314908	8.448089	8.331194	8.818517	10.844366	10.537299	10.422663	10.686913	10.911738	10.865055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.872494	8.983752	8.870398	NaN	NaN	NaN	8.935386	9.4130125	8.989678	10.203789	9.916548	9.881947	9.660393	9.821286	9.643687
sp|Q96JY6|PDLI2_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.791609	8.759651	11.467873	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q96KP4|CNDP2_HUMAN	15.121125	15.178101	13.526315	13.979451	14.681212	14.659705	14.124052	14.2046585	14.221675	14.892025	14.80719	14.659208	14.965217	14.83662	14.393526	14.697398	15.017271	15.208627	15.095447	15.219312	15.00291	12.356376	13.540498	13.035278	15.428572	14.831751	14.902235	14.303101	13.480667	13.460344	15.262698	14.485087	14.392876	14.739796	14.437635	14.519358	14.61929	14.880056	15.093095
sp|Q96NU7|HUTI_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.051705	3.6054192	6.1482453	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q96P70|IPO9_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	9.559728	9.333569	9.150314	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q96PU8|QKI_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.658304	9.962375	10.104267	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q96Q06|PLIN4_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.445991	9.428618	9.731697	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q96QK1|VPS35_HUMAN	NaN	NaN	NaN	12.264895	9.664749	10.207094	8.356371	8.434214	5.6962304	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.479245	11.616736	11.450191	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.773947	9.487785	10.237078	NaN	NaN	NaN
sp|Q96QR8|PURB_HUMAN	9.819837	10.05638	NaN	9.781351	9.152769	8.979628	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.220324	4.057083	9.131035	NaN	NaN	NaN
sp|Q96RP9|EFGM_HUMAN	NaN	NaN	NaN	10.790833	8.169504	8.082099	NaN	NaN	NaN	NaN	NaN	NaN	10.27663	10.095685	10.412112	10.179993	9.655662	10.0158615	NaN	NaN	NaN	10.576755	10.56924	10.567556	NaN	NaN	NaN	10.336482	10.0760565	10.191196	NaN	NaN	NaN	9.266426	8.958756	8.689431	10.131367	10.459056	10.477782
sp|Q96RQ3|MCCA_HUMAN	12.622041	12.53383	12.62301	11.19091	12.652643	12.262261	12.0451565	11.881324	12.2024	12.018919	11.880088	11.781591	12.51988	12.436645	12.278369	12.10575	11.704264	11.676343	10.72236	10.604195	10.934009	12.79023	10.950316	11.344556	12.132717	12.266953	12.786876	12.084152	11.778057	11.901122	12.184199	11.773629	11.651863	12.347442	12.247811	12.610371	12.591646	12.171648	12.282325
sp|Q96T37|RBM15_HUMAN	NaN	NaN	NaN	8.813893	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q96TC7|RMD3_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	7.675602	8.463975	8.159123	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.000641	10.308636	9.911389	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q00266|METK1_HUMAN	15.099441	15.04939	15.078602	15.488676	15.192716	14.722803	14.925662	14.801345	15.026891	15.674483	15.697207	15.500043	15.746869	15.716821	15.342347	15.710168	15.687912	15.651969	15.405997	15.666261	15.745191	13.679878	15.194513	14.992634	14.822843	15.439111	14.711306	13.695707	13.712755	13.627083	16.19754	15.852887	15.289217	15.928233	15.571898	15.621186	16.138145	15.964076	16.018974
sp|Q00325|MPCP_HUMAN	15.583297	15.62484	12.985648	15.923969	15.506821	15.416837	14.975506	15.456812	15.054005	15.416248	15.540087	15.199414	15.37019	15.146964	15.249571	12.864453	12.109551	12.145127	15.1978245	15.264969	14.981556	15.997121	15.321271	15.397265	15.849787	15.74514	14.856761	12.238792	12.422244	13.018861	15.880416	15.70758	15.442269	14.475451	15.524912	15.117569	14.878081	15.186848	14.900981
sp|Q00341|VIGLN_HUMAN	12.732173	12.842558	12.828976	12.308948	12.561675	12.991802	13.238291	13.264075	13.252294	13.062893	13.381411	13.1915	13.152158	13.187338	12.865819	13.046536	13.079368	12.997496	12.762425	12.621622	13.004241	13.108533	12.626327	13.129933	13.663526	13.188488	13.1452055	12.966329	13.245453	13.257812	13.199171	12.645583	13.230769	13.265198	13.231019	12.969352	12.612537	12.961586	13.138256
sp|Q00577|PURA_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	9.620789	10.354692	10.268959	9.885933	9.601758	9.614419	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.127188	9.622223	10.078163	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q00610|CLH1_HUMAN	13.886352	13.98438	14.171948	13.646427	14.107849	14.185222	14.182206	14.116804	13.976751	14.354778	13.6355095	14.041589	13.497549	13.176533	13.911834	13.219734	13.204247	12.757065	13.204294	12.847261	13.118664	13.326222	14.821245	14.384156	11.699987	14.367135	13.947445	14.326893	13.908174	14.573156	13.988958	14.219396	14.296594	13.656536	12.717816	13.297807	13.001523	13.65564	13.328141
sp|Q641Q2|FA21A_HUMAN : sp|Q9Y4E1|FA21C_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.666091	10.191167	9.821482	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q00688|FKBP3_HUMAN	12.941895	12.73357	11.076025	12.6791725	12.591591	12.295236	11.8983965	11.781669	12.249371	11.694731	11.89562	11.551078	12.731802	12.686804	11.928855	12.291588	12.772316	12.988302	10.818022	10.519424	10.772875	11.831861	11.253957	12.241824	9.66243	12.322412	12.125484	12.540193	12.595148	12.546641	12.805644	12.43165	11.840245	12.12606	12.791379	12.515004	11.849032	11.965873	11.932207
sp|Q709F0|ACD11_HUMAN	10.783426	10.921539	11.2589855	11.688911	10.369986	10.307019	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.0880527	11.277362	11.226799	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q00765|REEP5_HUMAN	11.464314	11.552164	12.087875	7.1583295	11.066977	11.132802	11.16637	11.148525	10.803819	NaN	NaN	NaN	11.047407	10.534613	10.762081	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.86752987	9.935648	11.903403	11.512813	11.960751	11.638608	9.849316	11.171387	10.737609	NaN	NaN	NaN
sp|Q00796|DHSO_HUMAN	14.052528	13.953235	14.152229	15.804044	15.173432	15.415285	13.878092	13.911564	13.930346	13.909397	13.737882	13.816236	13.586627	13.492673	13.438248	15.093837	14.799918	15.031036	13.637684	13.177571	13.336263	14.527399	14.009177	14.142488	14.318472	13.95176	14.148576	13.986646	13.891722	13.863486	13.221002	12.738279	12.618878	13.574591	13.904532	13.471009	13.583965	13.573865	13.695118
sp|Q00839|HNRPU_HUMAN	14.545937	14.660258	14.638794	14.614095	14.483429	14.547891	14.326567	14.045548	14.319507	13.777517	13.668104	13.655346	14.165388	14.485663	13.67466	13.797794	12.427845	12.202667	13.872368	13.497658	13.838366	14.348488	14.755541	14.760356	14.095472	14.035745	14.188639	13.686115	13.868757	13.501076	13.701958	13.953843	14.225713	14.0665865	13.485087	13.851259	13.964127	13.822489	13.799161
sp|Q969H8|MYDGF_HUMAN	12.356562	11.875786	12.402271	11.858886	11.840862	11.319451	13.848469	13.729699	13.718106	11.608519	12.049017	11.926825	13.399796	13.396892	13.7901535	NaN	NaN	NaN	NaN	NaN	NaN	12.725657	11.920598	12.053318	12.650951	12.237168	11.093673	11.9158325	12.14668	11.937423	14.295548	12.449705	12.450613	12.616915	12.562405	12.513107	NaN	NaN	NaN
sp|Q969Q0|RL36L_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.721085	10.781265	10.844715	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.274382	11.576885	11.447831	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q969X5|ERGI1_HUMAN	11.497013	11.730714	12.04561	7.3873806	12.593121	12.100937	12.38905	12.664759	12.353631	12.01131	11.828832	12.240001	NaN	NaN	NaN	10.232927	10.410676	10.445731	NaN	NaN	NaN	12.054341	11.221713	9.579343	10.742916	11.529543	10.936789	11.508495	11.260065	11.189936	9.49689	11.383419	10.312606	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q969Z3|MARC2_HUMAN	NaN	NaN	NaN	0.13338089	10.260767	10.171203	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q01082|SPTB2_HUMAN	13.621149	13.613928	13.527042	14.183021	13.614886	13.388219	13.944831	13.702189	13.6667595	14.360719	13.615568	14.1409	14.379976	14.051216	14.531839	14.524781	14.545781	14.528263	14.48481	14.556188	14.865199	13.356003	13.195597	13.0185375	14.000452	13.790364	13.457501	13.1835165	12.981619	13.446018	13.632745	14.155327	13.760484	13.479387	13.771986	12.584152	12.781967	13.378262	12.965132
sp|Q01105|SET_HUMAN	13.314019	13.103636	13.378612	13.578936	13.450227	13.374373	NaN	NaN	NaN	12.587334	13.038086	12.88106	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.287785	13.016654	12.968744	10.2002535	13.244784	13.051778	14.43434	14.639774	14.419946	NaN	NaN	NaN	NaN	NaN	NaN	13.269312	13.33349	13.596733
sp|Q01130|SRSF2_HUMAN	NaN	NaN	NaN	8.275444	10.372289	9.962284	9.554409	9.754566	10.102127	NaN	NaN	NaN	NaN	NaN	NaN	10.660625	9.381877	8.986909	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.956575	9.382157	9.54737	11.790914	12.121162	11.810987	NaN	NaN	NaN
